,Text,Datetime,Location,Hashtags
38556,prasa paid r118m for security to a company that appears not to exist  talk about metrofail news corruption,17:12:06 19:11:24,Cape Town,"['Metrofail', 'corruption']"
38568,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  20 ,17:12:06 18:40:11,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
38592,"  police go after news24 journalist and jacques pauw 
 so speaking against corruption and statecapture will put the police on your tail sounds like a free and fair democracy  ",17:12:06 17:52:49,"Cape Town, South Africa","['corruption', 'StateCapture']"
38622,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  19 ,17:12:06 17:05:15,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
38645,so when exactly will the sa populace treat corruption at corporations the likes of steinhoff as a national crisis what will it beclass action suits or candy wraps,17:12:06 16:32:29,"Johannesburg, South Africa","['Corruption', 'Steinhoff']"
38685,sa citizen s bribery survey 2017  briberyinsa briberysurvey corruption press ,17:12:06 15:34:19,South Africa,"['bribery_in_SA', 'bribery_survey', 'corruption']"
38706,"false

handsoffpublicprotector

she is exposing all forms of corruption both black and white

publicprotector  should get a medal for her bravery in taking on the giants like absa in the ciex report ",17:12:06 14:58:44,South Africa,"['HandsOffPublicProtector', 'Corruption', 'Black', 'White', 'PublicProtector', 'Absa', 'Ciex']"
38768,whether anyone believes for or against the presence amp reality of whitemonopolycapitalism its this kind of revelation that clearly leaves very little room for doubtgreed capitalism statecapture corruption fraud treason ,17:12:06 13:34:12,South Africa,"['WhiteMonopolyCapitalism', 'Greed', 'Capitalism', 'StateCapture', 'Corruption', 'Fraud', 'Treason']"
38777, liar liar  on fire the media is all over this you cant see it on  comedy network you are a gupta employee and bellpotinger bot so your words mean nothing your brain is already captured andileisachop statecapture thepresidentskeepers corruption,17:12:06 13:15:03,South Africa,"['Gupta', 'BellPotinger', 'Andileisachop', 'StateCapture', 'ThePresidentsKeepers', 'CORRUPTION']"
38815,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  14 ,17:12:06 12:25:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
38825,"the reality of anc elections

ndz victory against corruption spreads this rt who are ready
ret now dlaminizuma 1st female president 

savesa  sm   gp      ",17:12:06 12:13:40,"Johannesburg, South Africa","['ANC', 'NDZ', 'Corruption', 'RET', 'DlaminiZuma']"
38833,today     steinhoff markusjooste christowiese multichoice  imtiazpatel bobvandijk koosbekker   corruption fraud theft,17:12:06 11:56:37,"Pretoria, South Africa","['Steinhoff', 'MarkusJooste', 'ChristoWiese', 'Multichoice', 'ImtiazPatel', 'BobvanDijk', 'KoosBekker', 'corruption', 'fraud', 'theft']"
38851,in order to detect and remedy the infectious amp potentially fatal disease of statecapture it requires a judicial state pap smear  corruption zupta gupta zuma molefe eskominquiry,17:12:06 11:16:48,South Africa,"['StateCapture', 'Corruption', 'Zupta', 'Gupta', 'Zuma', 'Molefe', 'EskomInquiry']"
38861,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  12 ,17:12:06 10:35:04,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
38864,the jacob zuma years the fall from grace of south africa s anc parliament  financial times  south africa love south africa i love south africa southafrica jacobzuma corruption anc poverty unemployment charges sanctions internationalsanctions ,17:12:06 10:30:38,South Africa,"['southafrica', 'jacobzuma', 'corruption', 'ANC', 'poverty', 'unemployment', 'charges', 'sanctions', 'internationalsanctions']"
38876,in order to detect and remedy the infectious amp potentially fatal disease of statecapture it requires a judicial pap smear corruption zupta gupta zuma molefe eskominquiry treason,17:12:06 09:55:23,South Africa,"['StateCapture', 'Corruption', 'Zupta', 'Gupta', 'Zuma', 'Molefe', 'EskomInquiry', 'Treason']"
38879,"steinhoff ceo markusjooste quits after the accounting fraud found in the company
a clear example of whitecorruption and now whitemedia wont speak a word on this just because a white is involved in corruption these whiteentreprenuers are fraud wmc  sm ",17:12:06 09:51:37,South Africa,"['Steinhoff', 'markusjooste', 'whitecorruption', 'whitemedia', 'white', 'corruption', 'whiteentreprenuers', 'WMC']"
38893,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  11 ,17:12:06 09:35:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
38908,"good

what about theft due to colonialism and apartheid

25 years for the looters and their beneficiaries and return of stolen wealth plus 200 penalities in return for lenient sentence

zero tolerance for corruption and theft since 1652

no prescription ",17:12:06 08:54:33,South Africa,"['Corruption', 'Theft']"
38913,nationsvoice findings from  research on corruption and statecapture ,17:12:06 08:51:56,"Johannesburg, South Africa","['NationsVoice', 'Corruption', 'StateCapture']"
38916,"the principal agent network pan dossier part 2 bugging the auditors   dumb and dumber  daily maverick 
zuma anc corruption theft graft",17:12:06 08:47:19,"Cape Town, South Africa","['ZUma', 'ANC', 'Corruption', 'Theft', 'Graft']"
38917,"the principal agent network pan dossier zuma and mahlobo knew about arthur fraser s rogue intelligence programme  daily maverick 
anc corruption theft graft",17:12:06 08:47:02,"Cape Town, South Africa","['Zuma', 'ANC', 'Corruption', 'Theft', 'Graft']"
38927,18 countries 14 of the world s top 40 miningdependent economies 140 corruption risks read new m4sd report ,17:12:06 08:32:32,South Africa,"['corruption', 'M4SD']"
38936,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  10 ,17:12:06 08:10:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
38937,nationsvoice    releasing research findings with  on opinion of south africans on statecapture and corruption,17:12:06 08:08:49,"Johannesburg, South Africa","['NationsVoice', 'StateCapture', 'Corruption']"
38938, launched a new report based on research in 18 resourcerich countries that identifies systemic corruption risks in mining licencing amp permitting processes  to help prevent corruption infiltrating licencing processes ,17:12:06 08:08:18,South Africa,['corruption']
38946,nationsvoice   releasing research outcome with  on opinion of a sample of south africas population questioned about statecapture corruption,17:12:06 07:57:25,"Johannesburg, Harare","['NationsVoice', 'StateCapture', 'Corruption']"
38964,"good questions

in my view a person who wealth is based on giving wmc access to his political influence is already prima facie evidence of  selling out 

this proves his agenda not selfless

so his agenda is enrichment

this is more subtle but far worse form of corruption ",17:12:06 06:49:36,South Africa,['Corruption']
38972, anc gonna have to do a lot more before i believe they are with the people zuma corruption gupta statecapture  proveit,17:12:06 06:22:24,South Africa,"['zuma', 'CORRUPTION', 'Gupta', 'StateCapture', 'proveit']"
38977,"legend of corruption legend of zuma legend of anc
 hanekom  ",17:12:06 06:09:29,Cape Town,"['corruption', 'Zuma', 'ANC']"
38992,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  7 ,17:12:06 05:35:02,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
39012,  with so much corruption in the anc anything is possible shem roll on 2019  ,17:12:06 04:44:20,"Cape Town, South Africa","['CORRUPTION', 'ANC']"
39024,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  6 ,17:12:06 04:10:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
39029,the jacob zuma years the fall from grace of south africa s anc parliament  financial times  south africa love south africa i love south africa southafrica jacobzuma corruption anc poverty unemployment charges sanctions internationalsanctions   ,17:12:06 04:00:33,South Africa,"['southafrica', 'jacobzuma', 'corruption', 'ANC', 'poverty', 'unemployment', 'charges', 'sanctions', 'internationalsanctions']"
39037,well now    this snippet of info explains everything    dudu myeni and zuma have a son together  their son thalente myeni saa eskom guptas corruption ,17:12:06 03:47:19,"Johannesburg, South Africa","['SAA', 'Eskom', 'Guptas', 'Corruption']"
39059,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  4 ,17:12:06 02:35:03,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
39096,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  2 ,17:12:06 00:55:04,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
39121,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  1 ,17:12:05 23:35:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
39132,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  0 ,17:12:05 22:55:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
39162, but zuma that would require an end to corruption amp the development of a businessfriendly environment in which competence amp efficiency are the main drivers,17:12:05 21:34:12,"Cape Town, South Africa","['Zuma', 'corruption']"
39205,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  22 ,17:12:05 20:40:10,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
39279,  wasting water corruption,17:12:05 18:41:25,"Johannesburg, South Africa",['corruption']
39280,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  20 ,17:12:05 18:40:12,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
39307,funny that health ministry gets budget cuts and funding stops grants kept to a minimum while mps r1million salaries keep going up each year lifeesidomeni sassa corruption gravytrain statecapture,17:12:05 18:07:45,South Africa,"['LifeEsidomeni', 'SASSA', 'Corruption', 'GravyTrain', 'StateCapture']"
39351,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  19 ,17:12:05 17:05:19,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
39359,brianmolefe a man of many accomplishments   eskominquiry eskom corruption countryduty ,17:12:05 16:51:50,"Johannesburg, South Africa","['BrianMolefe', 'EskomInquiry', 'Eskom', 'Corruption', 'CountryDuty']"
39381,naspers multichoice face us class action over sabcann7 dealings fintech corruption statecapture  ,17:12:05 16:10:30,"Johannesburg,South Africa","['Fintech', 'Corruption', 'StateCapture']"
39403, lol when  says something we automatically know it s bullshit almost like reading tweets from  and the wmc crew andileisachop gupta fakenews statecapture corruption,17:12:05 15:35:52,South Africa,"['WMC', 'Andileisachop', 'Gupta', 'FakeNews', 'StateCapture', 'corruption']"
39404,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  17 ,17:12:05 15:35:09,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
39444,  anc excuses to hide their corruption looting statecapture ancmustfall zumasmustfall ,17:12:05 14:33:09,South Africa,"['ANC', 'Excuses', 'Corruption', 'looting', 'StateCapture', 'ANCmustFALL', 'ZumasMustFall']"
39447,three top  officials might be facing an axe following allegations of misconduct  tender irregularities and possible corruption ongazimakazi corruption ,17:12:05 14:29:24,South Africa,"['OngaziMakazi', 'Corruption']"
39460,  poor education is obviously what anc wants for sans corruption looting ,17:12:05 14:12:15,South Africa,"['Poor', 'Education', 'ANC', 'Corruption', 'Looting']"
39463,why cant  ceos at soes learn that when one is in charge of an organization the money in the till is not yours to spend appointments are made to manage and grow entities based on a negotiated monthly remuneration corruption and entitlement appear to be an sa national disease,17:12:05 14:06:00,"NelsonMandelaBay, South Africa","['Corruption', 'entitlement']"
39468,"true

tell that to the racist white media in south africa as well who often accuse black leaders of corruption and presume they are guilty unless proven innocent

many examples of this racist and biased conduct by media and political parties like da ",17:12:05 14:01:32,South Africa,"['Racist', 'White', 'Black', 'Corruption', 'Racist', 'Biased', 'DA']"
39526,in the horror of our daily existence in sa this one story is head amp shoulders above the graft corruption etc this is the result folks crythebelovedchildrensa ,17:12:05 12:35:22,Johannesburg,"['graft', 'corruption', 'CrythebelovedchildrenSA']"
39537,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  14 ,17:12:05 12:25:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
39539,novoteramaphosa i wish ramaphosa can hear people thought about you instead of spending time with your mistresses spend time on how u can leave sa and corruption ramaphosa u are unacceptable dirt of sa which need to clean from sa with its wmc team  ,17:12:05 12:20:37,South Africa,"['NoVOteRamaphosa', 'Ramaphosa', 'corruption', 'Ramaphosa', 'WMC']"
39576, there are so many different investigations that were meant toare taking place because of the corruption it mind boggling i just hope somebody somewhere is keeping a register so when these rouges are gone or out of power they can be charged one day  cant wait,17:12:05 11:14:38,"Cape Town, South Africa",['CORRUPTION']
39596,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  12 ,17:12:05 10:35:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
39612,"the 7 areas of statecapture gt curiosity p 47
latest issue of the new witsresearch mag features research amp researchers that interrogate capital monopolycapital corruption as we head toward ancconference 2017  ",17:12:05 10:02:06,Johannesburg,"['statecapture', 'Curiosity', 'WitsResearch', 'capital', 'monopolycapital', 'corruption', 'ANCconference']"
39622,brabdsa what a waste of money incoherent stakeholder engagement strategy southafrica reputation deficit more about governance leadership corruption than about foreignpolicy  za official ,17:12:05 09:35:15,South Africa,"['BrabdSA', 'SouthAfrica', 'reputation', 'governance', 'leadership', 'corruption', 'foreignpolicy']"
39623,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  11 ,17:12:05 09:35:03,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
39629,"  the likes of you  lied to many illiterate and poor  voters in 2014 that zuma was not the anc and that they must vote anc because not all anc potatoe bag is rotten results
corruption 
statecapture",17:12:05 09:25:58,Pretoria,"['CORRUPTION', 'StateCapture']"
39667,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  10 ,17:12:05 08:10:06,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
39677,"management fraud amp corruption risks in africa
 ",17:12:05 07:53:17,"Johannesburg, South Africa","['Fraud', 'Corruption']"
39727,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  7 ,17:12:05 05:35:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
39770, if you want true liberation learn from about stevebiko  the new struggle is about corruption entitlement which hinders transformation  remember stealing is not transformation  and abused affirmative action neither wake up comrade to the realities of southafrica,17:12:05 04:15:45,South Africa,"['SteveBiko', 'corruption', 'transformation', 'SouthAfrica']"
39774,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  6 ,17:12:05 04:10:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
39831,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  4 ,17:12:05 02:35:03,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
39880,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  2 ,17:12:05 00:55:04,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
39915,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  1 ,17:12:04 23:35:05,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
39934,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  0 ,17:12:04 22:55:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
39968, mandelafuneral for heavens sake more probes when will any senior politician govt or soe official be prosecuted for corruption looting amp wanton waste of publicmoney,17:12:04 21:46:15,"Cape Town, South Africa","['MandelaFuneral', 'SOE', 'corruption', 'PublicMoney']"
39991,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  22 ,17:12:04 20:40:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
40031,"dd once again uncovers the truth kudos to  and zuzile  as a side note good to see solid work coming from the office of the publicprotector   corruption dailydispatch blackexcellence
",17:12:04 19:04:07,South Africa,"['PublicProtector', 'CORRUPTION', 'DailyDispatch', 'BlackExcellence']"
40043,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  20 ,17:12:04 18:40:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
40074, anthony now i understand why i see so many luxurious top range range rover v8 s driving around here in midrand madibafuneral corruption,17:12:04 17:26:02,South Africa,"['MadibaFuneral', 'CORRUPTION']"
40088,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  19 ,17:12:04 17:05:16,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
40104,"corruption is sad unexpected no but profoundly sad  
fruits of nepotism ",17:12:04 16:51:43,"Johannesburg, RSA","['Corruption', 'nepotism']"
40133,south africa s bank governor lesetja kganyago  says new technology can help fight corruption  pod cast ,17:12:04 16:00:40,South Africa,"['corruption', 'pod']"
40150,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  17 ,17:12:04 15:35:08,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
40188, is there anything just anything that is above board with this anc government corruption mandelafuneral,17:12:04 14:50:37,South Africa,"['CORRUPTION', 'MandelaFuneral']"
40256,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership 14 ,17:12:04 12:25:06,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
40268,ramaphosa is part of the corrupt team that is guided and aided by whitemonopolycapital and his standing as deputypresident of the country serves to facilitate further corruption        ,17:12:04 12:04:14,South Africa,"['Ramaphosa', 'corrupt', 'whitemonopolycapital', 'DeputyPresident', 'corruption']"
40269,what do ordinary citizens in southafrica think about corruption and statecapture in the country  has done the research heres a preview of the insights to be released wednesday   ,17:12:04 12:00:34,"Johannesburg, South Africa","['SouthAfrica', 'CORRUPTION', 'StateCapture', 'research', 'Insights']"
40270,mondaymotivation  speak up against corruption rt to raise your voice ,17:12:04 11:59:27,South Africa,"['MondayMotivation', 'corruption']"
40287,"new curiosity  issue 3 capital who owns you  
gt issue 3 of  new research mag focuses on capital in the context of political economy monopolycapital corruption ownership and statecapture ",17:12:04 11:35:42,Johannesburg,"['Curiosity', 'monopolycapital', 'corruption', 'statecapture']"
40318,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership 12 ,17:12:04 10:35:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
40323,this proposed tax increase could spell big trouble for south africa southafrica corruption tax inequality unemployment taxrise rampant governmentexpenditure anc zuma jacobzuma economy expense lifestyle poverty ,17:12:04 10:30:35,South Africa,"['southafrica', 'corruption', 'tax', 'inequality', 'unemployment', 'taxrise', 'rampant', 'governmentexpenditure', 'ANC', 'zuma', 'jacobzuma', 'economy', 'expense', 'lifestyle', 'poverty']"
40332,supplier and saps supply chain management team on 2011 old trafford jaunt  daily maverick  corruption saps scopa,17:12:04 10:12:26,"Cape Town, South Africa","['corruption', 'SAPS', 'Scopa']"
40354,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption 11 ,17:12:04 09:35:03,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
40390,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership 10 ,17:12:04 08:10:06,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
40402,on corruption ,17:12:04 07:46:51,"Johannesburg, South Africa",['corruption']
40419, poor mandela even his funeral was not insulated from the looting amp corruption of his shameless fellow anccadres what an amoral organisation with its thieving ancdeployees at every level of govt,17:12:04 07:08:54,"Cape Town, South Africa","['Mandela', 'corruption', 'ANCcadres', 'ANCdeployees']"
40429,a story that appeared first on  on friday new research from  gives insights into the opinions of ordinary citizens in southafrica around corruption amp statecapture  ,17:12:04 06:38:02,"Johannesburg, South Africa","['story', 'research', 'Insights', 'SouthAfrica', 'CORRUPTION', 'StateCapture']"
40433,corruption and statecapture research gives  voice  to ordinary southafricans  infusionknowledgehub  ,17:12:04 06:25:28,South Africa,"['Corruption', 'StateCapture', 'Research', 'SouthAfricans', 'InfusionKnowledgeHub']"
40444,"medical aid schemes increase above inflation
can attribute to statecapture 
corruption ",17:12:04 05:43:33,"MIDRAND,SOUTH AFRICA","['StateCapture', 'corruption']"
40447,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership 7 ,17:12:04 05:35:02,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
40448,"lest we forget corruption doesnt simply involve theft corruption also kills people

zapupf zimbabwe mugabe southafrica zuptas zuma eskom transnet gupta statecapture ",17:12:04 05:34:10,South Africa,"['Corruption', 'ZAPUPF', 'Zimbabwe', 'Mugabe', 'SouthAfrica', 'Zuptas', 'Zuma', 'Eskom', 'Transnet', 'Gupta', 'StateCapture']"
40450,"eves political betting pool the monday morning trifecta special
shaunabrahams corruption jacobzuma npa ",17:12:04 05:25:52,South Africa,"['shaunabrahams', 'corruption', 'jacobzuma', 'NPA']"
40484,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption 6 ,17:12:04 04:10:03,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
40531,"if you wanna keep stealing from us the push back will be the populace pushing back by many meanssouth africa
corruption",17:12:04 02:58:44,South Africa,"['South', 'CORRUPTION']"
40536,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption 4 ,17:12:04 02:35:03,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
40564,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership 2 ,17:12:04 00:55:03,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
40591,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption 1 ,17:12:03 23:35:03,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
40603,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership 0 ,17:12:03 22:55:04,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
40683,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership 22 ,17:12:03 20:40:06,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
40741,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership 20 ,17:12:03 18:40:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
40744,  so absurd  i guess she didnt enjoy being off the gravy train corruption dudumyeni,17:12:03 18:29:53,"Johannesburg, South Africa","['Corruption', 'DuduMyeni']"
40780,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership 19 ,17:12:03 17:05:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
40792,"so what is corruption 



somethingiscoming worldanticorruptionday corruptioncosts  ",17:12:03 16:40:32,South Africa,"['corruption', 'somethingiscoming', 'worldanticorruptionday', 'corruptioncosts']"
40807,the addictive game that shows how easy it is for kleptocrats to hide their money  via  sa corruption,17:12:03 16:20:38,"South Africa, Western Cape","['sa', 'corruption']"
40911,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  14 ,17:12:03 12:25:03,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
40916,how can zuma dare to say his government is rooting out corruption   what a joke,17:12:03 12:11:50,"Johannesburg, South Africa","['zuma', 'corruption']"
40937,tcafrica in spite of the effects of corruption on the private sector businesses in africa are relatively silent about the menace  ,17:12:03 10:44:13,South Africa,['corruption']
40938,in spite of the effects of corruption on the private sector businesses in africa are relatively silent about the menace  ,17:12:03 10:42:19,"Johannesburg, South Africa",['corruption']
40946,nigeria corruption ,17:12:03 10:11:23,"Cape Town, South Africa","['Nigeria', 'CORRUPTION']"
40952,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  11 ,17:12:03 09:35:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
40959,lets not forget rich countries made corruption tax deductible only recently oecd recommends thatcountries which do not disallow the deductibility of bribes to foreign public officials reexamine such treatment,17:12:03 09:03:17,South Africa,"['CORRUPTION', 'OECD', 'bribes']"
40960,can t believe how deep the corruption runs in this country sad anc da  ,17:12:03 09:02:28,pretoria,"['corruption', 'sad', 'anc', 'da']"
40971, in the corruption game there has to be a corruptor and a corruptee multichoice guptaleaks naspers koosbekker corruption,17:12:03 08:23:20,"Johannesburg, South Africa","['multichoice', 'GuptaLeaks', 'naspers', 'koosbekker', 'CORRUPTION']"
40978,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  10 ,17:12:03 08:10:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
41023,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  7 ,17:12:03 05:35:02,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
41044,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  6 ,17:12:03 04:10:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
41078,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  4 ,17:12:03 02:35:02,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
41106,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  2 ,17:12:03 00:55:03,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
41131,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  1 ,17:12:02 23:35:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
41152,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  0 ,17:12:02 22:55:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
41177,  what on earth are they smoking wait till the corruption in mangaung is exposed,17:12:02 22:08:57,"Bloemfontein, South Africa","['corruption', 'Mangaung']"
41211,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  22 ,17:12:02 20:40:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
41261,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  20 ,17:12:02 18:40:06,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
41289, because theyre only interested in themselves not the electorate that put them into power they looting to fill their pockets corruption,17:12:02 17:42:37,"Johannesburg, South Africa",['CORRUPTION']
41304,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  19 ,17:12:02 17:05:10,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
41367,the psychology of corruption by dr annemarie paulincampell c from   corruption,17:12:02 15:25:56,"Johannesburg, South Africa",['CORRUPTION']
41424,the latest human rights forum  corruption,17:12:02 13:33:14,South Africa,['corruption']
41458,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  14 ,17:12:02 12:25:04,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
41465,savesouthafrica publicprotector under parliaments portfolio committee scanner to see whether shes fit to hold the office a result of uncovering corruption          ,17:12:02 12:12:33,South Africa,"['SaveSouthAfrica', 'PublicProtector', 'Parliament', 'corruption']"
41475,"  da  pf     cdp 
  jacobzumaanc loadsheddinganc etollsanc nkandl aanc marikanaanc corruptionanc junkstausanc statecaptureanc",17:12:02 11:37:41,South Africa,"['JacobZuma', 'Loadshedding', 'eTolls', 'Nkandl', 'Marikana', 'Corruption', 'JunkStaus', 'StateCapture']"
