,Text,Datetime,Location,Hashtags
42429,proudly brought to you by  corruptanc ancdecides eskom guptas zuma  molefecrybaby and cronies ,17:10:02 05:37:58,"Pretoria, South Africa","['ANCdecides', 'ESKOM', 'Guptas', 'Zuma', 'MolefeCryBaby']"
42430,with phosa suggesting a postponed anc december will decapitate the party must sa consider an autonomous executive president zuma ,17:10:02 05:35:28,Johannesburg,"['Phosa', 'ANC', 'December', 'Zuma']"
42431,"zuma gives maskandi group a minibus for supporting him when he faced kwezi rape charge  
 ",17:10:02 05:09:38,South Africa,['Zuma']
42432,one of the gupta zuma mafia mobs trusted lieutenants has saps hawks npa found singhs off shore accounts forgot theyre in pocket ,17:10:02 04:58:02,South Africa,"['Gupta', 'Zuma', 'SAPS', 'Hawks', 'NPA', 'Singh']"
42433,be clear motive for  chaos is to abort december conference amp prolong zumas tenure of grand theft ,17:10:02 04:38:59,Johannesburg,['Zuma']
42434, as a voter as long as all traces of zuma are removed ill vote anc if ndz is there they will draw my vote powerbreakfast,17:10:02 04:23:26,"Roodepoort, South Africa","['Zuma', 'ANC', 'NDZ', 'powerbreakfast']"
42436,scary scenario if zuma pulls this   trump card after violence in el amp the family losing provinces do not be surprised desperate times ,17:10:02 04:05:17,South Africa,['Zuma']
42437,after the ramaphosa result in the anc ec the zuma fiefdomdynasty taking severe beatings all round   will there be anc dec conference ,17:10:02 04:02:17,South Africa,"['Ramaphosa', 'ANC', 'Zuma', 'ANC']"
42438,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  5 ,17:10:02 03:10:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42440,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  3 ,17:10:02 01:10:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42441,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  1 ,17:10:01 23:40:04,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42442,"minister of sorts 

apt freudian description of the zuma cabinet members

cosatu 
anc ",17:10:01 22:44:47,South Africa,"['Zuma', 'ANC']"
42443,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  00 ,17:10:01 22:10:05,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42444,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  22 ,17:10:01 20:25:05,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42446,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  20 ,17:10:01 18:35:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42448,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  19 ,17:10:01 17:25:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42449,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  18 ,17:10:01 16:55:04,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42450,the corrupt anc colours havent changed ndz ancdecides zuma ,17:10:01 16:39:11,"Pretoria, South Africa","['CORRUPT', 'ANC', 'NDZ', 'AncDecides', 'Zuma']"
42451, thats rich mbalula zuma stuffs up economy making all safricans poorer then you have the nerve to blame his critics for not fixing it,17:10:01 15:59:44,"Cape Town, South Africa","['Mbalula', 'Zuma']"
42454,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  17 ,17:10:01 15:05:07,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42455,  dd   failures that only started getting worse since zuma took over worst  president  we ve ever had,17:10:01 14:54:07,South Africa,['Zuma']
42457,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  16 ,17:10:01 14:25:04,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42463,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  15 ,17:10:01 13:10:09,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42464,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  14 ,17:10:01 12:55:04,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42465,im certain crooked zuma is cooking up something amp the corrupt russians always happy to help ,17:10:01 12:49:19,"Johannesburg, South Africa",['Zuma']
42466,with all the violence delegates should be encouraged to bring helmets and safety clothing a zuma tshirt is not enough ancecconference,17:10:01 11:58:17,Johannesburg,"['Zuma', 'ANCECConference']"
42467,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  13 ,17:10:01 11:35:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42468,zuma must be smiling  giving him every reason to suspend dec17 national conference ,17:10:01 11:27:26,South Africa,['Zuma']
42469,  how can one old man be this toxic though it really beats me zupta zuma,17:10:01 11:26:49,"Johannesburg, South Africa","['zupta', 'Zuma']"
42473,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  12 ,17:10:01 10:35:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42474,jeez somehow zuma doesnt seem so bad now ,17:10:01 10:28:45,"Pretoria, South Africa",['Zuma']
42475,what a joy to witness the selfdestructionjust sad for  and ortambo legacy  zuma  ,17:10:01 10:01:15,South Africa,"['ORTambo', 'zuma']"
42477,  zuma loses ,17:10:01 09:46:52,"Johannesburg, South Africa",['Zuma']
42478,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  11 ,17:10:01 09:40:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42479," dont think we dont know youre captured youll go down with crooked zuma you will pay

 via ",17:10:01 09:34:46,"Johannesburg, South Africa",['Zuma']
42481,the zuma fiefdom amp dynasty will not allow   to happen if it looks like this this weekends violence in ancec will look like a picnic ,17:10:01 09:11:22,South Africa,"['Zuma', 'ANCEC']"
42482,however yet another anc region in the courts zuma forever whinging about opposition trying to rule through courts suck this up ,17:10:01 09:08:53,South Africa,"['ANC', 'Zuma']"
42483,how much lower can zuma sink the depths to which the man goes is frightening happy to steal a rdp house sies man ,17:10:01 09:04:41,South Africa,['Zuma']
42484,no you dont accept the zuma mistake the main reason for jobs not being created and economy in double resession ,17:10:01 08:53:47,South Africa,['Zuma']
42485,"just imagine if he were our president rather than crooked zuma
  ",17:10:01 08:42:35,"Johannesburg, South Africa",['Zuma']
42486,mbalula has just given a speech saying those who dont support zuma must go so no help there ,17:10:01 08:34:56,"Johannesburg, South Africa","['Mbalula', 'Zuma']"
42487,"crooked zuma wants to maintain control of sabc

mps  defy zuma bid to control sabc posts   via ",17:10:01 08:18:46,"Johannesburg, South Africa","['Zuma', 'SABC']"
42488,"crooked zuma gang wont rest till they capture pic

pic s dan matjila survives another day  for now  via ",17:10:01 08:16:10,"Johannesburg, South Africa",['Zuma']
42492,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  10 ,17:10:01 08:10:04,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42493,"mbalula too busy protecting crooked zumas butt

philippi residents discuss way forward after 11 murders ",17:10:01 08:04:51,"Johannesburg, South Africa","['Mbalula', 'Zuma']"
42495,"yes treasurys captured thats why crooked zuma chose gigaba

senior officials say treasury is captured  via ",17:10:01 07:51:57,"Johannesburg, South Africa","['Zuma', 'Gigaba']"
42497,"zwelimkhize is a longterm friend of corrupt amp crooked zuma

anc zweli vs cyril  via ",17:10:01 07:45:45,"Johannesburg, South Africa","['ZweliMkhize', 'Zuma']"
42498,"mbalulas another corrupt zuma puppet spouting meaningless slogans while hawks ignore statecapture

 via ",17:10:01 07:42:11,"Johannesburg, South Africa","['Mbalula', 'Zuma', 'HAWKS', 'StateCapture']"
42501,  the  under zuma is a divisive party a shame to use ort as a slogan,17:10:01 07:14:53,"Johannesburg, South Africa","['Zuma', 'ORT']"
42502,  this is zumas nightmare clevablacks,17:10:01 07:05:46,"Johannesburg, South Africa","['Zuma', 'clevablacks']"
42503,press babakabobby must just recall steve because the guy is just like zuma is not gonna resign any time soonstevemustfallt finish and klaar,17:10:01 06:54:41,Pretoria,"['BabaKaBobby', 'Steve', 'Zuma']"
42504,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  8 ,17:10:01 06:35:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42506,at the heart of demise of anc and the chaos at ancecconference is one man and his followers who will fight and more to defend him zuma,17:10:01 06:13:32,"Port Elizabeth, South Africa","['ANCECConference', 'Zuma']"
42508,ancecconference shows clearly that anc is in complete chaos amp disarray it has lost our nations trust amp respect ancrip anckzn zuma,17:10:01 05:57:56,"Port Elizabeth, South Africa","['ANCECConference', 'ANCRIP', 'ANCKZN', 'Zuma']"
42510,  in this case it would have been justified mugabe has destroyed zim and any hope of a future for its people zuma doing the same ,17:10:01 05:50:10,"Cape Town, South Africa",['zuma']
42511,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  7 ,17:10:01 05:40:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42512,at this stage of the rot anyone defending zuma as aggressively as this has officially been captured fikilembalula  ,17:10:01 05:35:31,"Cape Town, South Africa","['zuma', 'fikilembalula']"
42514,whenever andile lungisi shows up controversy is never far behind is that why hawks where on the scene ntlemeza zuma ancecconference,17:10:01 05:01:23,"Port Elizabeth, South Africa","['Hawks', 'Ntlemeza', 'Zuma', 'ANCECConference']"
42517,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  6 ,17:10:01 04:40:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42518, be afraidbe very afraidyour days are numbered and your cell is waiting zuma ,17:10:01 04:25:12,South Africa,['zuma']
42521,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  5 ,17:10:01 03:10:02,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42523,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  3 ,17:10:01 01:10:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42524,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  1 ,17:09:30 23:40:05,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42526,point of order pay back the images zuma ,17:09:30 22:45:16,"Pretoria, South Africa",['Zuma']
42527,       lol like that trash is going to do anything only interested in twitter followers and protecting criminals like zuma,17:09:30 22:17:00,South Africa,['Zuma']
42528,mbalula the zuma pawn just as kak sleg bloody rubbish all these bastards need to go ancisdead zumakilledanc ,17:09:30 22:11:03,South Africa,"['Mbalula', 'Zuma', 'ANCisDead', 'ZumaKilledANC']"
42529,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  00 ,17:09:30 22:10:05,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42530,he who disrupts on behalf of guptas  gets rewarded by zuma  that is the way it works in anc today ,17:09:30 21:55:52,South Africa,"['Guptas', 'Zuma']"
42532, i think zuma would have looted the fellas wallet and make a run for the nearest exit  ,17:09:30 21:29:50,South Africa,['zuma']
42535,    was on the right track with nelson mandela after 1994 it was ok with mbeki it lost track completely with zuma,17:09:30 20:36:10,South Africa,['zuma']
42536,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  22 ,17:09:30 20:25:05,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42537, too late for old crook zuma,17:09:30 20:18:59,"Johannesburg, South Africa",['Zuma']
42538,  zuma bus idling overnight  ministers and friends not sleeping tonight not sure whether theyre on the list or under the bus ,17:09:30 20:12:51,"Port Elizabeth, South Africa",['Zuma']
42539,parliament to push ahead with removal of public protector proceedings   fantastic news da busisiwemkhwebane zuma ,17:09:30 20:07:29,"Johannesburg, South Africa","['BusisiweMkhwebane', 'Zuma']"
42542,south africas demise in a nutshell  hijacked by 3 brothers and a president  guptas zuma anc gupta  ,17:09:30 18:59:45,"Johannesburg, South Africa","['Guptas', 'Zuma', 'ANC', 'Gupta']"
42543,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  20 ,17:09:30 18:35:06,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42544, babakabobby please recall stevekomphela  he is trying to be mugabe amp zuma at the same time he wont resign he is molesting us big time,17:09:30 18:26:57,Pretoria,"['BabaKaBobby', 'SteveKomphela', 'Mugabe', 'Zuma']"
42545, cause zuma dont like cleva blacks  ,17:09:30 18:03:40,"Johannesburg, South Africa",['Zuma']
42548,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  19 ,17:09:30 17:25:05,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42549,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  18 ,17:09:30 16:55:06,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42554,"at least zumas witches stayed away

outcry over ghosts and girlfriends at anc eastern cape conference  via ",17:09:30 16:02:53,"Johannesburg, South Africa",['Zuma']
42555,"because number one will be out the looting will be over and there will be money to spare

zuma 
ancyl 
statecapture ",17:09:30 15:35:44,South Africa,"['Zuma', 'ANCYL', 'StateCapture']"
42556,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  17 ,17:09:30 15:05:07,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42560,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  16 ,17:09:30 14:25:06,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42561, smalema  i can tell you who its notits not zuma its not van rooyen its not bathabile dlamini its not faith muthambi or mkwebane,17:09:30 14:14:58,"Johannesburg, South Africa",['zuma']
42565,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  15 ,17:09:30 13:10:09,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42566,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  14 ,17:09:30 12:55:04,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42567,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  14 ,17:09:30 12:55:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42568,  you must put a solid reason as to why cyril is not fit to leadremember zuma raped and commited fraud prior to being elected,17:09:30 12:44:59,"Johannesburg, South Africa",['zuma']
42569,sorry but chief task of anc  is to safeguard southafrica which will keep you in power sa before anc not what zuma said ,17:09:30 12:18:28,South Africa,"['ANC', 'SouthAfrica', 'SA', 'ANC', 'Zuma']"
42573,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  13 ,17:09:30 11:35:04,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42574,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  13 ,17:09:30 11:35:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42575, mpofu and besideson his own zuma has never done anything rightfucking loser zuma,17:09:30 11:21:54,South Africa,"['zuma', 'zuma']"
42580,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  12 ,17:09:30 10:35:04,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42581,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  12 ,17:09:30 10:35:04,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42583,  more like the warm and cordial bilateral relations between the corrupt zuma amp anc amp mugabe nothing warm from the rest of the country ,17:09:30 10:02:44,"Pretoria, South Africa","['corrupt', 'Zuma', 'ANC', 'Mugabe']"
42585,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  11 ,17:09:30 09:40:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42586,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  11 ,17:09:30 09:40:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42587,"ruling on statecapture inquiry just a temporary reprieve for zuma warns da 
 ",17:09:30 09:03:59,South Africa,"['StateCapture', 'Zuma']"
42588, stop with this ndz  call her what she is mrs zuma,17:09:30 08:33:40,South Africa,"['NDZ', 'Zuma']"
42591,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  10 ,17:09:30 08:10:04,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42592,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  10 ,17:09:30 08:10:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42593, fact zuma is a corrupt thief of epic proportions,17:09:30 07:56:47,South Africa,['Zuma']
42594, if you dont understand the importance of keeping the corrupt zuma out of power then you are selfish and dont deserve presidency,17:09:30 07:48:10,"Johannesburg, South Africa",['zuma']
42595,"we have been calling for specialized units to be brought back that zuma promised

how many more must die  

nyangashooting ",17:09:30 07:12:36,Cape Town,"['Zuma', 'NyangaShooting']"
42597, im hoping that once the anc gets done in dec and zuma is gone things will start improving againbut i dont know hey the rot is to deep ,17:09:30 07:01:24,"Cape Town, South Africa","['ANC', 'Zuma']"
42599,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  8 ,17:09:30 06:35:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42600,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  8 ,17:09:30 06:35:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42601, you are awfully quiet about your corrupt activities in south africa mckinseymustfall zuma gupta eskom transnet trillian ,17:09:30 06:30:45,"Cape Town, South Africa","['McKinseyMustFall', 'Zuma', 'Gupta', 'Eskom', 'Transnet', 'Trillian']"
42602,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  7 ,17:09:30 05:40:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42603,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  7 ,17:09:30 05:40:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42604,exactly why we are exposing all gupta and zuma theft think better healthcare education jobs houses they cost you that daily sa ,17:09:30 05:34:20,South Africa,"['Gupta', 'Zuma']"
42606,haibo we more concerned with statecapture than rupert organize a march against those tsotsies zuma amp  guptas amp  i will be there   ,17:09:30 04:47:51,South Africa,"['StateCapture', 'Rupert', 'Zuma', 'Guptas']"
42607,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  6 ,17:09:30 04:40:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42608,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  6 ,17:09:30 04:40:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42609,guys i found ur solution feesmustfall2017 guptaleaks zuma zumamustfall ,17:09:30 04:02:17,South Africa,"['FeesMustFall2017', 'GuptaLeaks', 'Zuma', 'ZumaMustFall']"
42610,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  5 ,17:09:30 03:10:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42611,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  5 ,17:09:30 03:10:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42613,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  3 ,17:09:30 01:10:04,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42614,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  1 ,17:09:29 23:40:05,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42615,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  1 ,17:09:29 23:40:04,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42616,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  00 ,17:09:29 22:10:07,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42617,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  00 ,17:09:29 22:10:06,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42618,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  22 ,17:09:29 20:25:06,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42619,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  22 ,17:09:29 20:25:04,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42621,just another bizarre day in sunny south africa jacob zuma appoints dalimpofu of eff fame to jsc go figure ,17:09:29 18:38:59,"Johannesburg, South Africa","['Zuma', 'DaliMpofu']"
42623,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  20 ,17:09:29 18:35:06,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42624,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  20 ,17:09:29 18:35:04,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42627,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  19 ,17:09:29 17:25:06,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42628,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  19 ,17:09:29 17:25:05,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42629,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  18 ,17:09:29 16:55:08,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42630,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  18 ,17:09:29 16:55:07,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42631,zuma has appointed two advocates to judicial commission ,17:09:29 16:05:50,South Africa,['Zuma']
42632,"this is world news what image does this picture tell of zuma

 ",17:09:29 15:35:26,"Pretoria, South Africa",['Zuma']
42634,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  17 ,17:09:29 15:05:11,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42635,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  17 ,17:09:29 15:05:09,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42636,kwaza  i guess zuma and his cronies wins again this heart breaking,17:09:29 14:48:54,South Africa,['Zuma']
42637, mvoko do not let zuma  and hlaudimoetsoneng hear that,17:09:29 14:27:10,"Soweto, South Africa","['Zuma', 'HlaudiMoetsoneng']"
42638,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  16 ,17:09:29 14:25:06,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42639,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  16 ,17:09:29 14:25:06,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42641,guptas must be singing indian songs that money wont even reach the people guptaleaks kpmg bellpottinger zumamustfall zuma ,17:09:29 13:55:19,South Africa,"['GuptaLeaks', 'kpmg', 'BellPottinger', 'ZumaMustFall', 'Zuma']"
42644,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  15 ,17:09:29 13:10:10,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42645,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  15 ,17:09:29 13:10:07,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42646,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest 14 ,17:09:29 12:55:10,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42647, are you going to discuss how zuma is going to be recalled,17:09:29 12:36:13,"Cape Town, South Africa",['Zuma']
42651,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest 13 ,17:09:29 11:35:08,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42652, and no sign of an saa turnaround saying dudubyebye to more billions because of zumas incompetent corrupt pals,17:09:29 11:31:56,Johannesburg,"['SAA', 'Dudubyebye', 'Zuma']"
42653,when is crooked zuma going to appointapprove the sabc board ,17:09:29 11:27:50,"Johannesburg, South Africa",['Zuma']
42659,hof gee zuma blaaskans oor staatskaping  ,17:09:29 10:52:34,Johannesburg,['Zuma']
42660,zuma willful spiteful ,17:09:29 10:39:29,South Africa,['Zuma']
42661,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest 12 ,17:09:29 10:35:06,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42662,president jacob zuma will host president robert mugabe next week to attend the 2nd session of the sazimbabwe binational commission ,17:09:29 09:53:31,Midrand,"['Zuma', 'Mugabe']"
42663,president jacob zuma will host president robert mugabe next week to attend the 2nd session of the sazimbabwe binational commission ,17:09:29 09:53:31,"Boksburg, South Africa","['Zuma', 'Mugabe']"
42666,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest 11 ,17:09:29 09:40:08,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
42667,"court rules against da forcing zumas hand

statecapture zuma news ",17:09:29 09:26:30,"Cape Town, South Africa","['StateCapture', 'Zuma', 'news']"
42669,"da loses court bid to force zuma to appoint statecapture inquiry 
",17:09:29 09:11:50,South Africa,"['Zuma', 'StateCapture']"
42670,"this is very disappointing more zuma delays

high court rules against da in state capture inquiry case  via ",17:09:29 09:03:42,"Johannesburg, South Africa",['Zuma']
42672,daniel can bother zuma  247 bt dont senya ur data on sapshead,17:09:29 08:51:13,"Pretoria, GaMatlala, SA ","['Daniel', 'Zuma', 'SAPSHead']"
42673,great decision da must wait for due legal processes to unfold then zuma implement statecapture recommendations ,17:09:29 08:43:31,South Africa,"['DA', 'Zuma', 'StateCapture']"
