Datetime,Text,Username,Retweets,Location,Hashtags
17:12:31 10:29:45,"#RajinikanthPoliticalEntry Official Mass Announcement !!

What is your opinion ??

#Superstar #Rajini #Rajinikanth #RajiniForTamilNadu #ThalaivarPoliticalEntry #RajiniNewYearParty #SuperStarRajinikanth #TamilNadu #TamilnaduPolitics
#Politics #Poll #Polls #polling #vote #Survey",cinemalikers,5,"Tamil Nadu, India","['RajinikanthPoliticalEntry', 'Superstar', 'Rajini', 'Rajinikanth', 'RajiniForTamilNadu', 'ThalaivarPoliticalEntry', 'RajiniNewYearParty', 'SuperStarRajinikanth', 'TamilNadu', 'TamilnaduPolitics', 'Politics', 'Poll', 'Polls', 'polling', 'vote', 'Survey']"
17:12:31 10:28:33,#VOTE #VOTE #VOTE👍🏿🇬🇭🙏🏿 https://t.co/VgG41F4fEw,FrimpongAkwasi,0,"Ghana, Netherlands, USA","['VOTE', 'VOTE', 'VOTE']"
17:12:31 10:24:57,@endrozdemir @herzagovian17 @marcatribun #vote Çukurova,mrvnzcn,0,Istanbul,['vote']
17:12:31 10:23:23,@marcatribun #vote çukurova :),odmrkll,0,"Ümraniye, İstanbul",['vote']
17:12:31 10:20:37,@marcatribun #vote Çukurova,herzagovian17,0,"Adana, Türkiye",['vote']
17:12:31 10:19:10,Stay informed. Stay engaged. #Vote https://t.co/t5KVn7GA70,StirlingMorris,1,West of the Rockies,['Vote']
17:12:31 10:17:36,Women Never Forget &amp; Women #Vote #Resist #United https://t.co/gfYV7Pnl7T,dleemar,0,USA - Land of Obama & Hillary,"['Vote', 'Resist', 'United']"
17:12:31 10:17:09,"#Alabama closes the #DMV services in counties with major #black population. Problem, aside from a passport, the DMV is the only place to get a photo ID, which is requiired for voting. So, #blacks either drive long ways to a DMV or they can't #vote. #WTF https://t.co/ezYYA1bafW",Gianoia,0,Germany,"['Alabama', 'DMV', 'black', 'blacks', 'vote', 'WTF']"
17:12:31 10:00:01,"LE PrOTOcOLE DE #vote vu les différeŋts priŋcipes sus-éŋoŋcés, et coŋformémeŋt à la",vnatrc,0,Gdansk aber Brno,['vote']
17:12:31 09:57:43,"@mconway70 @mac123_m Get ready for dancing in the streets.
#VOTE LABOUR",qeensdale,0,london,['VOTE']
17:12:31 09:56:56,#vote for vikash gupta,satyamt85618956,0,"Ghaziabad, India",['vote']
17:12:31 09:53:49,"@mac123_m @mconway70 
Payback time is coming .
#VOTE LABOUR.",qeensdale,2,london,['VOTE']
17:12:31 09:28:32,Which one's better?#help #vote #writerslife #bookcover https://t.co/F9tbhgy5yZ,TheEKKing_,0,South Africa,"['help', 'vote', 'writerslife', 'bookcover']"
17:12:31 09:07:37,"@SBreeze59 @sugafull27 @BTS_twt based on the votes, yes. but if youll do research and read abt tc candler, youll know their criteria in choosing who'll be in particular #vote. people' vote is just one of the few criterias tc candler are considering.",taegodlike,0,"Lorong H Telok Kurau,Singapore",['vote']
17:12:31 09:07:27,"The New Year is at the corner! It's a hard tournament #worldcupofpubs , but last chance to #vote #deptford #southeastlondon https://t.co/bXpjjO3wBE",thedogandbell,1,116 Prince St Deptford London SE8 3JD,"['worldcupofpubs', 'vote', 'deptford', 'southeastlondon']"
17:12:31 09:03:09,"Saurik isn't working with any of the new iOS 10/11 jailbreak developers, instead, he is working with old jailbreak developers. 

Is this leading to a delay in Cydia Substrate update? #VOTE below",NewsJailbr3ak,0,,['VOTE']
17:12:31 08:56:57,#VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE VOTE https://t.co/tglo7Speti,bowtie_jonny,1,"California, USA",['VOTE']
17:12:31 08:45:09,I vote for CoderDojo to #UpgradeYourWorld #Vote https://t.co/46jS27jCwo &lt;- Please vote daily till August 23 so CD gets $500k from Msft https://t.co/ZL6ZjMQDoS,khanshakeeb,0,Pakistan,"['UpgradeYourWorld', 'Vote']"
17:12:31 08:44:50,"#RKNagar  best example
First nama makal #vote ku #note vangaratha nirathanum
#RajinikanthPoliticalEntry #KamalHaasan #Rajinikanth @superstarrajini @ikamalhaasan https://t.co/DuMYsKqgXx",tharun98pdkt,1,"Planet,Earth ","['RKNagar', 'vote', 'note', 'RajinikanthPoliticalEntry', 'KamalHaasan', 'Rajinikanth']"
17:12:31 08:36:15,"XJAPAN &amp; Toshlさん 応援❗
投票よろしくお願いします🎵
🌹✨🌹✨(乂∇≦)✨🌹✨🌹

投票期限 12/31(日)
ラスト1日❗気合入れて投票だ❗
∬*´_ゝ`)人(●ω●`) WeAreX❗❗

#Vote 
#TokyoJournal
Let's vote for #XJAPAN &amp; #Toshl

Top 10 Japanese Music Rankings
https://t.co/EC9BVCmPGU https://t.co/WAKIvJGbBV",_x_sayushin_x_,1,北海道 札幌市,"['Vote', 'TokyoJournal', 'XJAPAN', 'Toshl']"
17:12:31 08:28:26,#VOTE for The Biggest #Crochet Blanket in the #World (De Grootste Gehaakte Deken) #GGDW by using this link. 👍😀💛 https://t.co/dGOjs7E7sp https://t.co/n9bw1DJqxv,GGDW2018,2,"Leeuwarden, Friesland","['VOTE', 'Crochet', 'World', 'GGDW']"
17:12:31 08:20:38,#VOTE #UBSDetEksi2k14 #SMAN17SURABAYA @deteksijp,pitulassowl,0,,"['VOTE', 'UBSDetEksi2k14', 'SMAN17SURABAYA']"
17:12:31 08:13:01,"Who has larger fan base? 
#Please #Vote and #RT 
@DrBhava @ssavitri115 @MarioPuzo901 @bhuvikal 
#Superstar 
#SuperStarRajinikanth 
#RajiniForTamilNadu 
#RajiniInPolitics 
#Rajinikanth 
#Thalaivar 
#ThalaivarPoliticalEntry",AbodeOfLakshmi,8,ब्रह्मांड् 🌍 భాగ్యనగరము,"['Please', 'Vote', 'RT', 'Superstar', 'SuperStarRajinikanth', 'RajiniForTamilNadu', 'RajiniInPolitics', 'Rajinikanth', 'Thalaivar', 'ThalaivarPoliticalEntry']"
17:12:31 08:11:51,"#RandPaul Gives Trump Major News, MSM Stunned #Senate #RepublicanParty #vote #TheWashingtonExaminer... https://t.co/Q58EEfGXgP https://t.co/ppN7kubgWJ",RandPaulizer,0,Washington DC,"['RandPaul', 'Senate', 'RepublicanParty', 'vote', 'TheWashingtonExaminer']"
17:12:31 07:57:57,"3...2...1...@jessforcongress 

You're now a better person. 

#vote #volunteer #Midterms2018 #BlueWave2018 

@swingleft @justicedems",joely_the_great,0,"denver, co","['vote', 'volunteer', 'Midterms2018', 'BlueWave2018']"
17:12:31 07:48:35,"My #dream #sundaymotivation ? #trumpocracy is #defeated by #ONEVOTE
 
 and-

That #Vote was casted by a #AdoptAVoter #VirtuousCircle #HoneyBagger 

#RegisterToVote
#GetYourIDReady
#AdoptAVoter https://t.co/yCw2wB2CNv

-and

#Resist #Ignorance and #Corruption",OccupyOneLove,0,💞Sorrow is the price of #Love💞,"['dream', 'sundaymotivation', 'trumpocracy', 'defeated', 'ONEVOTE', 'Vote', 'AdoptAVoter', 'VirtuousCircle', 'HoneyBagger', 'RegisterToVote', 'GetYourIDReady', 'AdoptAVoter', 'Resist', 'Ignorance', 'Corruption']"
17:12:31 07:47:45,Looking forward to 2018. #resist #vote #impeachtrump #guncontrol #womenempowerment #healthcare… https://t.co/rFOcLzv0oL,kronn,2,"Atlanta and Blue Ridge, GA","['resist', 'vote', 'impeachtrump', 'guncontrol', 'womenempowerment', 'healthcare']"
17:12:31 07:40:15,@GarrettRuby @sandyknauer @DNC @TomPerez @SenSchumer @BarackObama @NancyPelosi 💩💩—WTF! Is this a BOT moment— there is NO BERNIE moment?! His ⌛️ as a part-time DEM whenever it’s convenient for him is NULL &amp; VOID— we (REAL DEMS) have no time for this 💩 AGAIN— we have moved on/forward &amp; we #RESIST any NOISE abt 💩 #VOTE💙2018/2020,BrainyB3,0,United States,"['RESIST', 'VOTE']"
17:12:31 07:37:05,#Vote #RegistertoVote #2018 https://t.co/7rFbiCInJV,jon_in_vegas,3,"Las Vegas, NV","['Vote', 'RegistertoVote']"
17:12:31 07:31:49,"34º troféu Angelo Agostini - 2017
#Vote em nossos artistas: Micaías Ramos (Roteirista) e Bruno Abdias (Desenhista). #Quadrinhos #BlueComics #BlueComicsUniverse 
Link:
https://t.co/SlIIk9XZpx",BlueComics1,0,,"['Vote', 'Quadrinhos', 'BlueComics', 'BlueComicsUniverse']"
17:12:31 07:29:09,"प्रधानमंत्री श्री @narendramodi जी ने #MannKiBaat में कहा वोट की शक्ति 'लोकतंत्र' की बड़ी सकती है, लाखों लोगों के जीवन मे सकारात्मक परिवर्तन लाने के लिए #Vote सबसे प्रभावी साधन है।  @BJPKashiKshetra",Anshu_amethibjp,1,"Amethi, UP","['MannKiBaat', 'Vote']"
17:12:31 07:26:06,"How about we vote in all of the Justice Democrats and Brand New Congress 2018 candidates? ✊🏼 

#vote #JusticeDemocrats #BrandNewCongress #2018 https://t.co/kOFrwqKxIz",uResist,0,New York City,"['vote', 'JusticeDemocrats', 'BrandNewCongress']"
17:12:31 07:24:07,"प्रधानमंत्री श्री @narendramodi जी ने #MannKiBaat में कहा वोट की शक्ति 'लोकतंत्र' की बड़ी सकती है, लाखों लोगों के जीवन मे सकारात्मक परिवर्तन लाने के लिए #Vote सबसे प्रभावी साधन है।",SanjayAgrBJP,4,"Raipur, India","['MannKiBaat', 'Vote']"
17:12:31 07:16:55,I really like #peasandrice and #yellowrice I do eat #whiterice but it has to be with something #curry 😋😋😋 #poll #vote #pollaway #rice #ruce #rice,christinangelj,1,United States,"['peasandrice', 'yellowrice', 'whiterice', 'curry', 'poll', 'vote', 'pollaway', 'rice', 'ruce', 'rice']"
17:12:31 07:09:53,"Live voting is a bargain? 🤔🤔
Or emotionally blackmail 

#BiggBoss #BB11 #BB11OnVoot #Colorstv real #BiggBuzz #WeekendKaVaar #Bollywood #WeekendWithBB11 #vote",murari_shekhar,1,INDIA ,"['BiggBoss', 'BB11', 'BB11OnVoot', 'Colorstv', 'BiggBuzz', 'WeekendKaVaar', 'Bollywood', 'WeekendWithBB11', 'vote']"
17:12:31 07:08:56,Hip-Hop Of The Year https://t.co/e5JSWGa7u7 #Nickiminaj #vote last day vote nicki minaj hip hop of the year 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,OrganZlk,0,,"['Nickiminaj', 'vote']"
17:12:31 07:05:28,RT @TheBigXP: #XP #Cryptocurrency every #vote is #important. Let's get #XP to #Binance. Vote here ➡️ https://t.co/heG5y1oE52 ⬅️ At the end of #voting we will distribute #XP #Bounty - posted at $XP #Discord https://t.co/G8WHfYGesM If you don't have … https://t.co/YaPTaIIlrt,coincible,0,India,"['XP', 'Cryptocurrency', 'vote', 'important', 'XP', 'Binance', 'voting', 'XP', 'Bounty', 'Discord']"
17:12:31 07:03:27,#NewYear #NewYearsEve #HappyNewYear #YAlit #fiction #amreading #amwriting #MustRead #VoteNow #voteforme #vote Cast your vote for SEE by Lee Ann Ward. https://t.co/DuhneFgT0f https://t.co/ihG6dphX5u,bjward715,0,"Bayou La Batre, ALABAMA","['NewYear', 'NewYearsEve', 'HappyNewYear', 'YAlit', 'fiction', 'amreading', 'amwriting', 'MustRead', 'VoteNow', 'voteforme', 'vote']"
17:12:31 07:02:57,#XP #Cryptocurrency every #vote is #important. Let's get #XP to #Binance. Vote here ➡️ https://t.co/okqfgpX7Hl ⬅️ At the end of #voting we will distribute #XP #Bounty - posted at $XP #Discord https://t.co/ShtTPWfuKr If you don't have Binance: https://t.co/Fu7WHE5iF2 https://t.co/1MrBtfkax9,TheBigXP,97,Planet Earth,"['XP', 'Cryptocurrency', 'vote', 'important', 'XP', 'Binance', 'voting', 'XP', 'Bounty', 'Discord']"
17:12:31 07:01:06,"""#BigData, Who Should I #Vote For?""
https://t.co/Q5BdZpbv2d",whatsthebigdata,0,"Virginia Beach, VA","['BigData', 'Vote']"
17:12:31 06:56:57,"#Vote for Bethlehem Alemu (Ethiopia) Founder, SoleRebels
Category : African Female Leader of the Year 2017 and... https://t.co/7wuvydprqC",BunifuAd,0,"Atlas, WMA Buld. 4th floor",['Vote']
17:12:31 06:55:02,"#viber, All concerned may turbo charge their/their wards careers as explained in the video @ https://t.co/9i5hgGreHy #studyinsta #studygram #Education #Share #vote #for #your #success #buy #now #a #copy #today #shopping #gift #people #holiday Retweet, Please!!!",vijaysharma1122,1,"Chicago, IL- West-Suburb","['viber', 'studyinsta', 'studygram', 'Education', 'Share', 'vote', 'for', 'your', 'success', 'buy', 'now', 'a', 'copy', 'today', 'shopping', 'gift', 'people', 'holiday']"
17:12:31 06:50:03,"#UniversityofSydney, #help for learners 4 academic excellence @  https://t.co/FlvYH5Gizk  #Education #Ace #GPA #quote #learning #motivation #Colleges #parents #creativity #CreativityMatters #vote 4 #your #success #buy #now #a #copy #shopping #gift #people Retweet, Please!!!",vijaysharma1122,1,"Chicago, IL- West-Suburb","['UniversityofSydney', 'help', 'Education', 'Ace', 'GPA', 'quote', 'learning', 'motivation', 'Colleges', 'parents', 'creativity', 'CreativityMatters', 'vote', 'your', 'success', 'buy', 'now', 'a', 'copy', 'shopping', 'gift', 'people']"
17:12:31 06:49:16,which game do you prefer to watch me stream on https://t.co/hHjpJCQjBd #VOTE #RETWEET,THEREALSWiiFTY,0,,"['VOTE', 'RETWEET']"
17:12:31 06:41:14,Thanks @washingtonpost for putting this  #2018 #election list together. Take time to check out your local #elections ~ Voters decide on many offices and issues and every #vote matters. #copolitics https://t.co/JfmS2zNj8a,_jenburch,0,"Washington, DC","['election', 'elections', 'vote', 'copolitics']"
17:12:31 06:33:08,"What if I say Twitter have helped me way too much in 2017 compared to LinkedIn in making right connections &amp; learning lots of new things? Feel same?

Which platform have helped you the most in #2017? #Vote on. #twitter #linkedin #twittervslinkedin #learning #community #networking",maheshchikane7,0,"Mumbai, Maharashtra, India","['Vote', 'twitter', 'linkedin', 'twittervslinkedin', 'learning', 'community', 'networking']"
17:12:31 06:24:55,For all @DeepBrainChain investors you can vote for $dbc to get on @binance_2017 starting today Dec 31/17 10am UTC (5am EST) to Jan 5/18 10am UTC (5am EST).  Click their tweet for the voting link! #vote #crypto #Cryptocurrency $neo #neo #dbc https://t.co/a3z6qCY8Ow,cryptoph3r,0,🌒 Moon,"['vote', 'crypto', 'Cryptocurrency', 'neo', 'dbc']"
17:12:31 06:20:36,#VOTE #UBSDetEksi2k14 #SMAN17SURABAYA @deteksijp ayo,pitulassowl,0,,"['VOTE', 'UBSDetEksi2k14', 'SMAN17SURABAYA']"
17:12:31 06:11:12,#Vote #SpotliteLove  https://t.co/e6YZqRED3T https://t.co/d5S35VSdiq,Shayh72835361,0,,"['Vote', 'SpotliteLove']"
17:12:31 06:07:09,"Stay in ...... for $XRP (#Ripple) 
RT, please, for more votes.
#cryptocurrency #Crypto #blockchain #trading #charts #price #money #Rippleprice  #trends #buy #selling #cryptotrading #cryptotrader #technology #Altcoin #RippleNet #vote",fatty_troller,0,,"['Ripple', 'cryptocurrency', 'Crypto', 'blockchain', 'trading', 'charts', 'price', 'money', 'Rippleprice', 'trends', 'buy', 'selling', 'cryptotrading', 'cryptotrader', 'technology', 'Altcoin', 'RippleNet', 'vote']"
17:12:31 06:01:55,Here we go: #Dmm2018 Prelim Number One: The Bird Families. #Vote before the end of the week!!!  https://t.co/HRbfCpGmrU,DinosaurBiology,0,Occupied Mescalero Land,"['Dmm2018', 'Vote']"
17:12:31 05:52:49,"वोट की शक्ति ‘लोकतंत्र’  की बड़ी शक्ति है, लाखों लोगों के जीवन में सकारात्मक परिवर्तन लाने के लिए #vote सबसे प्रभावी साधन है : पीएम @narendramodi @PMOIndia @AmitShah @jitu_vaghani @iPankajShukla @TajinderBagga @AmitThakerBJP https://t.co/9V8v8dbH5T",AnitaJayesh,10,"Idar, India",['vote']
17:12:31 05:50:52,"वोट की शक्ति ‘लोकतंत्र’  की बड़ी शक्ति है, लाखों लोगों के जीवन में सकारात्मक परिवर्तन लाने के लिए #vote सबसे प्रभावी साधन है : पीएम @narendramodi https://t.co/qOT5E85OON",DDNewsHindi,8,नई दिल्ली/भारत,['vote']
17:12:31 05:45:16,"Reinstate #NetNeutrality Rules in the @FCC for Internet to be free and open for all Americans. 

#Vote YES to the Congressional Review Act Resolution for #NetNeutrality 

@SenGillibrand @SenSchumer @EdMarkeyComm @RepGraceMeng @EdMarkey @SenMarkey @RepGregoryMeeks @KamalaHarris",DavindranauthS,0,"Richmond Hill, Queens","['NetNeutrality', 'Vote', 'NetNeutrality']"
17:12:31 05:39:39,"#Retweet &amp; #Vote, rate #DonaldTrump's 1st year as president! https://t.co/SzsTMRwien",Angstipated,1,NSK State,"['Retweet', 'Vote', 'DonaldTrump']"
17:12:31 05:35:24,Take a look and get involved .#Volunteer #Donate #Vote https://t.co/4av6Y1seVo https://t.co/AAe9CXyjij,ActTogetherFL,0,"Florida, USA","['Volunteer', 'Donate', 'Vote']"
17:12:31 05:27:28,CFTS - PIL #VOTE #HAPPY #youthtoadult #peace https://t.co/TKyTEk0lgZ,CFTS,1,,"['VOTE', 'HAPPY', 'youthtoadult', 'peace']"
17:12:31 05:25:21,"171231 앤씨아(@LoveNCA)
#KBS #연기대상 #더유닛 #출근길 #프리뷰

2017년의 마지막은 앤씨아랑😙

#앤씨아 #NCA #요정 #단발 #애긔 #귀욤 #애교 #최애 #슈퍼부트 #열정 #연습 #노래 #절실함 #간절함 #TheUnit #직찍 #직캠 #투표 #선택 #Pick #메인보컬 #MainVocal #찜 #Vote #추천 #GoodBye2017 https://t.co/lZ8Q31WPEO",agreeble,11,,"['KBS', '연기대상', '더유닛', '출근길', '프리뷰', '앤씨아', 'NCA', '요정', '단발', '애긔', '귀욤', '애교', '최애', '슈퍼부트', '열정', '연습', '노래', '절실함', '간절함', 'TheUnit', '직찍', '직캠', '투표', '선택', 'Pick', '메인보컬', 'MainVocal', '찜', 'Vote', '추천', 'GoodBye2017']"
17:12:31 05:22:29,"@realDonaldTrump @foxandfriends Fake News, for a fake President! #FOXisFakeNews #Foxandracists #Notmypresident #WorstPresidentever #Vote #RegistertoVote",Jonathanshensa,0,California,"['FOXisFakeNews', 'Foxandracists', 'Notmypresident', 'WorstPresidentever', 'Vote', 'RegistertoVote']"
17:12:31 05:21:20,If @TheDemocrats obtain the majority in the House of Representatives then the Speaker of the House will become be a Democrat. If Trump and Pence are both removed/impeached then that Speaker becomes the President. #Midterms2018 #Vote #BlueTsunami https://t.co/HG8sK4jPTm,Gigasrex,0,"Frankfort, KY","['Midterms2018', 'Vote', 'BlueTsunami']"
17:12:31 05:18:30,"2017 என் வாழ்வில்☺

3.அதிகம் use panna வார்தைகள்:
#Oviya ❤
#Oviyaa ❤
@OviyaaSweetz ❤
#BiggBossTamil ❤
#OviyaArmy ❤
#OviyaFamily ❤
#VijayTv ❤
#KamalHaasan ❤
#Vote ❤
#Snehan ❤
#Aarav 😐
#nalinisKaruttu ❤
#Tweet ❤
#Twitter ❤ https://t.co/ws5RxMhiYC",itsme_nalini,0,,"['Oviya', 'Oviyaa', 'BiggBossTamil', 'OviyaArmy', 'OviyaFamily', 'VijayTv', 'KamalHaasan', 'Vote', 'Snehan', 'Aarav', 'nalinisKaruttu', 'Tweet', 'Twitter']"
17:12:31 05:18:14,Will you #Vote for Super Star #OURVOTEISFORRAJINIKANTH #RajinikanthPoliticalEntry 😍😍,sri_cinemaboy,1,"Coimbatore, India","['Vote', 'OURVOTEISFORRAJINIKANTH', 'RajinikanthPoliticalEntry']"
17:12:31 05:14:35,"Your favourite holiday destination of 2017?

#Holiday #Destination #Favourite #Best #Goa #India #Paris #France #Choose #Vote #Poll #Voting #Polling #World #Tourism #Like #RT",ReadScoops,0,"Mumbai, India","['Holiday', 'Destination', 'Favourite', 'Best', 'Goa', 'India', 'Paris', 'France', 'Choose', 'Vote', 'Poll', 'Voting', 'Polling', 'World', 'Tourism', 'Like', 'RT']"
17:12:31 05:14:34,While checking out at @kroger watching my #son do the #hardwork I realized I'm running to create a better #Georgia for him and all who will call this great state home in the #future. Georgia needs me and I need my fellow Georgians to #vote Amun for #LtGovernor #LtGov in #2018. https://t.co/oyoGuD5833,amun4ltg,3,"Stockbridge, GA","['son', 'hardwork', 'Georgia', 'future', 'vote', 'LtGovernor', 'LtGov']"
17:12:31 05:11:36,"Free tip: if someone starts incessantly talking about the person who *wasn’t* elected @POTUS LAST YEAR, they are creating a diversion to con you. #vote #resist",Rizalish,0,…et al…,"['vote', 'resist']"
17:12:31 05:08:14,"Wishing you all a wonderful and safe #HappyNewYear2018 -- and a year in which every American citizen who can vote will #VoteDemocratic!

#Resist
#Vote
#StrongerTogether
#YesWeCan https://t.co/GV6174O5PS",Kat4Obama,1,"Washington State, USA","['HappyNewYear2018', 'VoteDemocratic', 'Resist', 'Vote', 'StrongerTogether', 'YesWeCan']"
