Text,Datetime,Location,Hashtags,polarity,subjectivity
sooner later eff tell u need vote together african brothers lol suka zimbabweans xenophobic malema carefully studied biden allowing evry mexican us help beat donald trump lolwe see ju,22:08:25 00:40:29,"Johannesburg, South Africa","['EFF', 'Zimbabweans', 'Xenophobic']",0.14,0.33999999999999997
wished angola peaceful fair election period nation goes general elections elect president national assembly read story angolaelections2022 angoladecides2022 eff,22:08:24 12:12:56,South Africa,"['Angola', 'AngolaElections2022', 'angoladecides2022', 'EFF']",0.45,0.7
eff shooting legi think desperation votes another level putsouthaficansfirst phalaphalafarmgate,22:08:24 11:04:57,"Centurion, 🇿🇦","['EFF', 'PutSouthAficansFirst', 'PhalaPhalaFarmGate']",0.0,0.0
kanti fighting safricans much mean minister right hle yoo hay kodwa eff niyatyhafisa shame make sure community members dont vote,22:08:24 10:13:14,"Johannesburg, South Africa",['EFF'],0.15773809523809523,0.7040343915343915
smalema collapsing intentionally openborderpolicy making eff irrelevant manage get 10 come 2024nationalelections taxes meant benefit us foreign national legal illegal point,22:08:24 09:51:27,"Pretoria, South Africa","['OpenBorderPolicy', 'EFF', '2024NationalElections']",-0.23125,0.45625
eff malemawe welcome election president william ruto morning spoke hope handle transition care call mr odinga accept results wont remembered individual power hungry sabcnews,22:08:23 10:22:21,South africa,"['EFF', 'sabcnews']",0.4,0.65
effsc4thnsa effsc eff ufs src elections started votamntomusha,22:08:22 08:42:41,"Bloemfontein, South Africa","['effsc4thnsa', 'EFFSC', 'EFF', 'Votamntomusha']",0.0,0.0
candidates upcoming byelection 31th august nc sol plaatje ward 21 da jamielee greeff vfplus johan griesel anc ranolang tokgwi eff selebogo 2021 party results 5229 1412 1158 533,22:08:21 09:18:24,"Pretoria, South Africa","['DA', 'VFplus', 'ANC', 'EFF']",0.0,0.0
candidates upcoming byelection 31th august mp bushbuckridge ward 13 anc gram sambo eff rudolf mathonsi aum gilbert malele 2021 party results 4951 679 022,22:08:21 09:12:15,"Pretoria, South Africa","['ANC', 'EFF', 'AUM']",0.0,0.0
candidates upcoming byelection 31th august mp nkomazi ward 03 anc wanda ngomane eff zanele ngomane 2021 party results 7592 1475,22:08:21 09:08:30,"Pretoria, South Africa","['ANC', 'EFF']",0.0,0.0
candidates upcoming byelection 31th august kzn mthonjaneni ward 12 ifp wellington nsele anc vusumuzi mthabela nfp wilton vilakazi eff mxolisi ntuli 2021 party results 5884 2192 1255 467,22:08:21 09:05:42,"Pretoria, South Africa","['IFP', 'ANC', 'NFP', 'EFF']",0.0,0.0
already made mind wont vote anc eff theyve got nothing offer unless want lawless border less country vote parties,22:08:19 08:17:13,"Johannesburg, South Africa","['ANC', 'EFF']",-0.16666666666666666,0.06666666666666667
expect eff form voting bloc parent body anc actionsa antianc get votes sometimes think deserve selfserving political parties dont give toss us keep voting,22:08:17 16:10:18,"Cape Town, South Africa","['EFF', 'ANC', 'ActionSA', 'AntiANC']",0.0,0.1
seems cannot trusted votes mean eff really,22:08:16 15:33:46,South Africa,['eff'],-0.056249999999999994,0.44375
political party support predict win 2024 national elections cyrilramaphosa actionsa ancnwconference eff patrioticalliance zamazamas zimbabweans voestsekanc,22:08:15 13:11:22,Soweto,"['CyrilRamaphosa', 'ActionSA', 'ANCNWConference', 'EFF', 'PatrioticAlliance', 'ZamaZamas', 'Zimbabweans', 'VoestsekANC']",0.4,0.25
problem electorate either vote eff anc drag actionsa say lot nothing proven absolutely nothing,22:08:15 09:49:58,South Africa,"['Eff', 'anc', 'actionsa']",0.05,0.48541666666666666
south africa voted disgusting behaviour eff,22:08:11 04:15:40,South Africa,['EFF'],-1.0,1.0
someone voting eff different someone voting anc organization run criminals gorvening party suppose better stealing people thugh life party,22:08:07 16:17:32,"Randfontein, South Africa","['Eff', 'Anc']",0.25,0.55
hope eff problem open borders policy thinking switch vote atm putsouthaficansfirst phalaphalafarm kagisoshutdown zamazama,22:08:07 12:44:56,"Centurion, 🇿🇦","['EFF', 'ATM', 'PutSouthAficansFirst', 'PhalaPhalaFarm', 'KagisoShutDown', 'ZamaZama']",0.0,0.5
record still gona vote eff 2024 malema president,22:08:05 17:55:55,Randburg,"['EFF', 'Malema']",0.0,0.0
keep diverting noble white man accept guilt floyd tried hide guilt paying back money sell range rover bought vbs money able pay back eff voters follow blindly leaders thugs,22:08:05 12:50:53,"Somerset West, South Africa","['VBS', 'EFF']",0.10000000000000002,0.36527777777777776
results byelection held kzn umfolozi ward 03 ifp 6789 1075 anc 2452 102 eff 501 721 nfp 258 053 ifp win ward emmah mthethwa elected,22:08:04 05:22:06,"Pretoria, South Africa","['IFP', 'ANC', 'EFF', 'NFP']",0.8,0.4
results byelection held kzn umvoti ward 05 ifp 4970 147 anc 4506 1653 abc 369 1391 eff 133 007 nfp 023 049 ifp win ward lindokuhle zondi elected,22:08:04 05:17:01,"Pretoria, South Africa","['IFP', 'ANC', 'ABC', 'EFF', 'NFP']",0.8,0.4
results byelection held limpopo modimollemookgophong ward 12 da 6831 365 vf 2997 626 anc 089 202 eff 084 02 da win ward wiets botes elected,22:08:04 05:09:59,"Pretoria, South Africa","['DA', 'VF', 'ANC', 'EFF']",0.8,0.4
results byelection held gp tshwane ward 42 da 7755 557 vf 1931 702 anc 251 402 eff 051 058 rc 012 06 da win ward shame maas elected,22:08:04 05:04:11,"Pretoria, South Africa","['DA', 'VF', 'ANC', 'EFF', 'RC']",0.8,0.4
land vote anc da see land tl images vote eff land eff people people especially black child,22:08:03 14:28:40,"Johannesburg, South Africa","['land', 'Eff', 'eff']",-0.3333333333333333,0.8666666666666667
majority people making noise eff voted anc dont want cyril mess instead admitting blame eff da voters actioners patriots dont know get land dudulas cyril lite,22:08:02 21:08:04,"Mokopane, South Africa",['EFF'],-0.175,0.175
candidates upcoming byelection 3rd august limpopo modimollemookgophong ward 12 da wiets botes vf mariska greyling anc thabiso makanatleng eff dinah lechelelele 2021 party results 7196 2371 291 064,22:08:02 19:59:58,"Pretoria, South Africa","['DA', 'VF', 'ANC', 'EFF']",0.0,0.0
candidates upcoming byelection 3rd august kzn umfolozi ward 03 ifp emmah mthethwa anc raymond gumede eff manqoba bulunga nfp mondli mncwango 2021 party results 5714 2554 1222 205,22:08:02 19:55:38,"Pretoria, South Africa","['IFP', 'ANC', 'EFF', 'NFP']",0.0,0.0
candidates upcoming byelection 3rd august kzn umvoti ward 05 ifp lindokuhle zondi anc bongumusa mbata abc melusi mngadi eff mauritius ndlovu nfp siyeza zondi 2021 party results 4823 2853 176 14 072,22:08:02 19:51:24,"Pretoria, South Africa","['IFP', 'ANC', 'ABC', 'EFF', 'NFP']",0.0,0.0
candidates upcoming byelection 3rd august gp tshwane ward 42 da shane maas vf daniel laas anc tshehofatso chauke eff jozias mahube rc paul joubert 2021 party results 7198 1229 653 109 006,22:08:02 19:45:00,"Pretoria, South Africa","['DA', 'VF', 'ANC', 'EFF', 'RC']",0.0,0.0
yes failed vote choosing da 4 lives gone painful came work yesterday walked hospital view pingo straight line lets fix country vote eff young nation led old pigs tembisa love africans,22:08:02 09:38:47,"Tembisa, South Africa","['EFF', 'Tembisa']",-0.05000000000000001,0.46666666666666673
qualifying candidate presidential sit smalema eff elections trending trendingtopics,22:07:31 13:25:10,South Africa,"['EFF', 'ELECTIONS', 'TRENDING', 'TrendingTopics']",0.0,0.0
want fight crime stop voting criminals whether served robben island whatever prison baking stories desert criminals voetsekeff disturbs peoples demons rightfully may eff continue grow,22:07:30 15:30:13,South Africa,"['VoetsekEFF', 'EFF']",0.0,0.0
experience tells us vote anc eff ilk ever,22:07:30 07:58:13,johannesburg,"['anc', 'eff']",0.0,0.0
results byelection held kzn umdoni ward 13 anc 2945 51 eff 2368 714 da 1711 992 aljama 1523 324 ifp 921 745 am4c 44 953 pfp 09 073 dfa 1 vote anc gain da ravinand maharaj elected,22:07:28 10:59:33,"Pretoria, South Africa","['ANC', 'EFF', 'DA', 'ALJAMA', 'IFP', 'AM4C', 'PFP', 'DFA']",0.0,0.0
em da must vote racist da peace stop attacking eff,22:07:27 07:21:43,South Africa ,['EFF'],0.0,0.0
today kuzalwa party interests black people heart us didnt know vote disappointed anc birth eff brought hope many people like thank god giving us eff,22:07:26 06:38:08,"Durban, South Africa","['ANC', 'EFF', 'EFF']",-0.13888888888888887,0.5611111111111111
voters love anc eff dont seem care hypocrisy preaching communism representing poor living luxury lifestyle preferably sataxpayersexpense,22:07:24 13:31:59,"Cape Town, South Africa","['Voters', 'ANC', 'EFF', 'communism', 'SATaxpayersExpense']",0.04999999999999999,0.6
anc failed people south africa time people vote anc else still going struggle pretoldiesel food price still gonna increase well eskom saga im sure mama winnie mandela chris hani mandela etc ars disappointed eff,22:07:22 19:02:53,"Pretoria, South Africa",['eff'],-0.25,0.6462962962962963
2024 try steal election zanupf style failing coalition eff screwed capeindependence,22:07:21 07:46:44,"Cape Town, South Africa","['ZanuPF', 'EFF', 'Capeindependence']",0.0,0.0
rescheduled kzn umdoni ward 13 byelection party candidate list da saleem mahomed anc ravinand maharaj eff mhlengi radebe ifp jabulane mvubu aljama muhammad khan am4c royith bhoola pfp razak moulasa dfa david fourie election set 27 july,22:07:19 08:20:25,"Pretoria, South Africa","['DA', 'ANC', 'EFF', 'IFP', 'AlJama', 'AM4C', 'PFP', 'DFA']",0.0,0.0
youth continues vote register vote dont know anymorebut importantlyvote eff 2024this man progressiveeffturns9 eff eff1millionmembershipcampaign effpresser ndlozi effward51,22:07:18 17:33:56,Pretoria,"['EFFTurns9', 'EFF', 'EFF1MillionMembershipCampaign', 'EFFPresser', 'NDLOZI', 'EFFWARD51']",0.0,0.0
smalema let us remove president elect parliament acting president forget dd mabuza next election eff take please recruit lux need defence ministry cyrilmustresign myancmustfall,22:07:16 11:34:54,Pietermaritzburg,"['EFF', 'CyrilMustResign', 'MyAncMustFall']",0.26666666666666666,0.3
2 reasons vote anc thers another song goes like idiot party idiot membersidiot leaders idiot followersidiot promises idiot voters reggae ragga royalbiochemsupplies loving songeff future,22:07:15 17:56:40,Johannesburg,"['RoyalBioChemSupplies', 'EFF']",-0.43333333333333335,0.7125
poor eff please win elections neither actionsa ifp want apartheid returned understand correct,22:07:14 17:36:06,"Centurion, Pretoria",['EFF'],0.2,0.5
removal ramaphosa mean nothing oppressed weaken anc ultimate removal anc voting socialist movement result total emancipation poor masses country movement eff,22:07:14 13:47:51,"Durban, South Africa",['EFF'],-0.178125,0.759375
dudula eff eff anc honestly eff spreading hate speech unite people races would consider voting eff overestimate crowds students multiracial friends segregate one group loose eff,22:07:12 08:52:41,"Pretoria, South Africa",['eff'],-0.09230769230769233,0.6897435897435898
remember every tomdick harry stay relevant game need ridiculed eff leadersbut thina confused eff come 2024 election,22:07:11 18:22:27,"Centurion, 🇿🇦","['EFF', 'EFF']",-0.13333333333333333,0.6666666666666666
eff grew vote support soweto last month one told rejected soweto idiots abundant access internet,22:07:11 04:22:42,"Durban, South Africa",['EFF'],-0.0666666666666667,0.6055555555555555
eff campaigning wants south africans 2 vote listening 2 south africans putting issues 1st clearly issues home affairs intentionally created 2 document foreigners 2 vote,22:07:10 20:03:45,"Johannesburg, Soweto",['Eff'],0.15000000000000002,0.24166666666666664
family relatives friends families relatives friends keep voting eff till kingdom come theres absolutely nothing anyone,22:07:10 18:57:01,"Kwa-Mashu, South Africa",['EFF'],0.2,0.9
family relatives friends families relatives friends keep voting eff till kingdom come,22:07:10 14:16:21,"Kwa-Mashu, South Africa",['EFF'],0.0,0.0
results byelection held mp chief albert luthuli ward 03 anc 7296 1066 ifp 1364 908 eff 134 331 anc retain ward nomvula dlamini elected,22:07:07 17:00:32,"Pretoria, South Africa","['ANC', 'IFP', 'EFF']",0.0,0.0
results byelection held ec nmb ward 43 anc 6911 188 eff 1662 866 actionsa 797 797 udm 367 064 ufec 167 128 azapo 076 052 aim 02 019 anc hold ward mandlakazi mabuda wins ward,22:07:07 16:51:53,"Pretoria, South Africa","['ANC', 'EFF', 'ActionSA', 'UDM', 'UFEC', 'AZAPO', 'AIM']",0.3,0.2
results byelection held wc matzikama ward 07 da 6227 3979 anc 3157 93 pa 56 2141 eff 056 109 da gain ward pa christo boks former pa councilor wins ward,22:07:07 05:35:54,"Pretoria, South Africa","['DA', 'ANC', 'PA', 'EFF']",0.15,0.1
rather ask people still vote anc eff disaster obvious,22:07:06 08:21:28,johannesburg,"['anc', 'eff']",0.0,0.5
candidate upcoming byelection 6th june ec king sabata dalindyebo ward 07 anc siphokazi madyum udm siphulaphule gqobo eff lockington majokweni isanco sandile bimbi 2021 party results 5632 1842 1034 085,22:07:01 10:42:33,"Pretoria, South Africa","['ANC', 'UDM', 'EFF', 'ISANCO']",0.0,0.0
candidates upcoming byelection 6th july ec nmb ward 43 anc mandlakazi mabuda eff anele kopo udm luzuko james ufec andile gqabi aim andile tali azapo mzwandile madela actionsa thandazwa cholani view thread 2021 party results,22:07:01 10:37:05,"Pretoria, South Africa","['ANC', 'EFF', 'UDM', 'UFEC', 'AIM', 'AZAPO', 'ActionSA']",0.0,0.0
candidates upcoming byelection 6th july mp chief albert luthuli ward 03 anc nomvula dlamini eff ignatia simelane ifp mduduzi nkosi 2021 party results 8362 1009 456,22:07:01 10:24:51,"Pretoria, South Africa","['ANC', 'EFF', 'IFP']",0.0,0.0
candidate upcoming byelection 6th june wc matzikama ward 07 pa rodney lakay da christo boks anc hazel daniels eff desmond pula 2021 party results 2701 2248 2227 165,22:07:01 10:19:32,"Pretoria, South Africa","['PA', 'DA', 'ANC', 'EFF']",0.0,0.0
number candidates per party upcoming 6th june byelections anc 4 eff 4 da 1 pa 1 actionsa 1 ifp 1 excluding small regional parties,22:07:01 10:10:01,"Pretoria, South Africa","['ANC', 'EFF', 'DA', 'PA', 'ActionSA', 'IFP']",-0.25,0.4
aware wrong political party find peace leave pieces right one find pieces lead peace anc zuma cyril malema eff cyrilmustgo votethemallout2022,22:07:01 09:03:24,"Cape Town, South Africa","['SouthAfrica', 'ANC', 'Zuma', 'Cyril', 'Malema', 'EFF', 'CyrilMustGo', 'VoteThemAllOut2022']",0.008928571428571425,0.4464285714285714
time south africans accountable change time youth voted power real change led people care future eskom enoughisenough anc da eff cyrilramaphosa,22:06:29 05:49:42,"Randfontein, South Africa","['Eskom', 'EnoughIsEnough', 'ANC', 'DA', 'EFF', 'CyrilRamaphosa']",0.1,0.21250000000000002
vote come 2024 ancgp da actionsa pa eff,22:06:28 19:15:24,"Tsakane, South Africa","['ANCGP', 'ActionSA', 'PA', 'EFF']",0.0,0.0
loadshedding stage 6 communism demonic marxist ideology working ja keep voting anc eff rest cuba venezuela zimbabwe countless countries started,22:06:28 08:46:25,South Africa,"['Loadshedding', 'ANC', 'EFF']",0.0,0.5
needs emphasized country without anc power come 2024 thats narrative hear daily basis njephalaphala operationdudula putsouthaficansfirst nhlanhlalux actionsa eff statecapturereport vote anc good vote,22:06:23 20:56:55,"Tsakane, South Africa","['OperationDudula', 'PutSouthAficansFirst', 'nhlanhla_lux', 'ActionSA', 'Eff', 'StateCaptureReport']",0.35,0.30000000000000004
smalema black south african votersdidnt know thier jobs stolengiven occupied illegal black foreign african migrantswhich party eff also maine cause behind problemof high unemployment rate,22:06:23 05:31:40,"Pretoria, South Africa🇿🇦🇿🇦",['Eff'],-0.14979166666666668,0.3414583333333333
jones stuck moronic singing dancing eff mps councillors savoters politically immature elect politicians actually jobs,22:06:22 22:01:25,"Cape Town, South Africa","['EFF', 'SAVoters']",0.26666666666666666,0.3666666666666667
eff takes power bavoteleni nizobona,22:06:22 17:21:09,Soweto,['EFF'],0.0,0.0
ramadollor never president even dont recognise one2019 voted president commander chief smalema still black people one cares us ramadollor vivaeffviva eff,22:06:20 18:14:42,"Johannesburg, South Africa","['vivaEFFviva', 'EFF']",-0.16666666666666666,0.43333333333333335
point ask eff winning higher learning institutions attract huge crowds gatherings get 10 polls recently teacher convicted voting 24 times yah neh,22:06:16 11:37:58,"Durban, South Africa",['EFF'],0.28750000000000003,0.6
results election held ec mnquma ward 03 anc 5419 1392 eff 254 1625 udm 669 614 cope 627 471 bpm 593 557 pac 152 076 anc hold ward masibulele kalimashe elected,22:06:16 11:11:05,"Pretoria, South Africa","['ANC', 'EFF', 'UDM', 'COPE', 'BPM', 'PAC']",0.0,0.0
want white racism end vote eff always talk actionwhite people please leave country,22:06:16 08:18:52,"Pampierstad,South Africa ",['EFF'],0.0,0.0
recent byelections eff took ward 29 rand west city anc 2021 2022 ward 25 55 29 rand west city 19 24 53 soweto 9 25 3 mnquma eff indeed dying,22:06:16 06:08:54,"Durban, South Africa",['EFF'],0.0,0.25
illadvised anyway frank chikane old grandchildren people greedy besides julius malema effpresser went hard clergy chance hell eff mps going vote,22:06:15 11:06:30,"Gauteng, South Africa","['EFFPresser', 'EFF']",-0.09583333333333334,0.37083333333333335
lova reason ill never vote eff,22:06:13 18:28:01,"Soweto, South Africa",['EFF'],-0.5,1.0
worse still humiliation part significant portion 12r11m contribute eff party operating costs demography inc votes see parly reps perform theatrics na chambers wonder ryanairquestionaire,22:06:11 09:51:20,"Horison View, South Africa","['EFF', 'RyanairQuestionaire']",-0.012500000000000011,0.7375
eff left alone fully reveal voter vivaeff,22:06:11 02:12:03,"Johannesburg, South Africa","['EFF', 'vivaEFF']",0.0,0.0
speaker parliament given enough reason vote eff come 2024,22:06:10 11:41:56,Polokwane ,['EFF'],0.0,0.5
old men women behaving like hai shem eff must forget vote never support nonsense,22:06:10 11:26:07,"Johannesburg, South Africa",['EFF'],0.1,0.2
eff members irate forced parliament political party claims opened case national assembly speaker security officials read eff parliamentbudgetvote2022,22:06:10 11:14:05,South Africa,"['EFF', 'ParliamentBudgetVote2022']",-0.15000000000000002,0.15000000000000002
speaker rebuking anc mps coaching job sanundenza igeza apha ramaphosa parliamentbudgetvote2022 parliament eff ramaphosamillions,22:06:10 11:10:44,South Africa,"['Ramaphosa', 'ParliamentBudgetVote2022', 'Parliament', 'EFF', 'RamaphosaMillions']",0.0,0.0
budgetvote2022 cyrilramaphosamustgo eff operation dudula,22:06:10 09:34:45,"Kwa-Mashu, South Africa","['BudgetVote2022', 'CyrilRamaphosamustgo', 'EFF']",0.0,0.0
eff exist anc ruling party birthed eff control ziyakhala straight ramaphosa parliamentbudgetvote2022,22:06:10 08:46:02,South Africa,"['EFF', 'Ramaphosa', 'ParliamentBudgetVote2022']",0.2,0.4
happy affiliated eff form embarrassment presidencybudget presidencybudgetvotedebate,22:06:10 08:14:46,"Johannesburg, South Africa","['EFF', 'PresidencyBudget', 'PresidencyBudgetVoteDebate']",0.8,1.0
eff delivered promise dis rupt president cyril ramaphosa budget vote yesterday blocking speech calling president criminal money launderer phalaphala phalaphalafarm,22:06:09 17:26:14,"Johannesburg, South Africa","['EFF', 'Ramaphosa', 'PhalaPhala', 'PhalaPhalaFarm']",-0.4,0.55
ramaphosa gatvol eff behaviour na budgetvote2022 subsequently public protector became casualty suspended omg,22:06:09 15:25:00,South Africa,"['EFF', 'NA', 'BudgetVote2022', 'OMG']",0.0,0.06666666666666667
thing left say ntombovoyo veronica mente fuck president presidencybudgetvote eff,22:06:09 14:54:03,"Cape Town, South Africa","['PresidencyBudgetVote', 'EFF']",-0.2,0.3
thank comissar fighters inside chamber nisimele kahle eff parliament budgetvote ramaphosamustfall,22:06:09 13:56:25,"Durban, South Africa","['EFF', 'Parliament', 'BudgetVote', 'Ramaphosamustfall']",0.0,0.0
parliament allowed physical message sending youth parliament leaders insinuating violence force aaccepted response budgetvote 2022 nqakula cyrilramaphosamustgo cyril eff parliament,22:06:09 13:43:35,"Umtata,South Africa","['RSA', 'BudgetVote', 'Nqakula', 'CyrilRamaphosamustgo', 'Cyril', 'EFF', 'Parliament']",0.0,0.14285714285714285
thank representing us well parliament siyabonga cic smalema mente poppy phalaphalafarm ramaphosa eff parliamentbudgetvote2022,22:06:09 13:34:06,"Durban, South Africa","['PhalaPhalaFarm', 'Ramaphosa', 'EFF', 'ParliamentBudgetVote2022']",0.0,0.0
parlimanent right parliament ramaphosa eff budgetvote2022,22:06:09 13:06:14,Pretoria,"['Parliament', 'Ramaphosa', 'Eff', 'BudgetVote2022']",0.2857142857142857,0.5357142857142857
watch live eff disrupts parliament calling ramaphosa criminal via ramaphosa eff budgetvote2022,22:06:09 13:00:17,South Africa,"['Ramaphosa', 'Eff', 'BudgetVote2022']",-0.13181818181818183,0.525
hlala phansi wena cosmetics eff ramaphosa budgetvote2022,22:06:09 12:35:49,"Kuruman, South Africa","['EFF', 'Ramaphosa', 'BudgetVote2022']",0.0,0.0
another eff masterclass budgetvote2022,22:06:09 12:32:56,South Africa,"['EFF', 'BudgetVote2022']",0.0,0.0
upcoming byelection 15th june ec mnquma ward 03 candidates anc masibulele kalimashe udm monwabisi gebe eff blossom mtayisi pac makutsu ndikho cope siphiwe sidubulekaba bpm kim makoloza 2021 results 681 128 92 23 16 04,22:06:08 18:35:19,"Pretoria, South Africa","['ANC', 'UDM', 'EFF', 'PAC', 'COPE', 'BPM']",0.0,0.0
economic freedom fighters eff vowed disrupt president cyril ramaphosa parliament delivers budget vote office thursdayeff anc cyrilramaphosamustgo,22:06:08 07:22:58,"Johannesburg, South Africa","['EFF', 'ANC', 'CyrilRamaphosamustgo']",0.2,0.2
eff spoken see zuma minions rejuvenated high spirits people campaign vote anc every election hope would use energy assisting eff remove anc power,22:06:08 04:37:08,"Durban, South Africa","['EFF', 'EFF', 'ANC']",0.16,0.5399999999999999
ret faction confused claim eff people 1 voted cyril zumas deputy mangaung 2012 2 voted ramaphosa led anc 2019 elections eff didnt vote cyrilthey,22:06:06 14:22:20,"Durban, South Africa","['RET', 'EFF', 'ANC', 'EFF']",-0.4,0.7
two green mambas hard work trying prove communities votes matter blue brigade pockets excellence like eff anc care come 2024 care either,22:06:03 10:19:57,"Johannesburg, South Africa","['EFF', 'anc']",-0.1638888888888889,0.31388888888888883
visual representation gauteng election results years party provincial premier come 2024 vote poll comments anc da eff actionsa,22:06:03 08:57:36,"Pretoria, South Africa","['ANC', 'DA', 'EFF', 'actionSA']",0.0,0.0
anc loses wards eff da byelections holds onto soweto ward thread anc da eff byelection soweto,22:06:02 12:27:57,South Africa,"['ANC', 'DA', 'EFF', 'ByElection', 'Soweto']",-0.3,0.1
two things take byelections 1 anc losing votes big margins 2 eff continues growing trend even taking wards anc,22:06:02 07:33:07,"Durban, South Africa","['ANC', 'EFF', 'ANC']",0.0,0.1
eff voters confused like know eff stands,22:06:02 07:24:12,"Durban, South Africa","['EFF', 'EFF']",-0.4,0.7
results 1st june byelection held kzn ward 04 anc 3384 941 ifp 325 1033 abc 3236 078 eff 13 07 anc hold seat sphiwe ndlovu elected,22:06:02 06:15:34,"Pretoria, South Africa","['ANC', 'IFP', 'ABC', 'EFF']",0.0,0.0
results 1st june byelection held mp dr js moroka ward 10 anc 6826 142 eff 1427 432 independent 1413 aipo 334 095 anc hold seat nteteleng mashabela elected,22:06:02 06:08:27,"Pretoria, South Africa","['ANC', 'EFF', 'AIPO']",0.0,0.125
results 1st june byelection held nc kareeberg ward 04 da 4277 286 anc 3259 122 eff 1976 19 kcm 428 2068 pa 061 anc loose seat da johan vermeulen elected,22:06:02 06:04:18,"Pretoria, South Africa","['DA', 'ANC', 'EFF', 'KCM', 'PA']",-0.07692307692307693,0.2692307692307692
results 1st june byelection held gp rand west city ward 29 eff 5481 374 anc 3980 138 da 43 06 azapo 11 01 anc loose seat eff lindokuhle biyela elected,22:06:02 05:59:09,"Pretoria, South Africa","['EFF', 'ANC', 'DA', 'AZAPO']",-0.07692307692307693,0.2692307692307692
results 1st june byelection held gp johannesburg ward 53 anc 3167 27 eff 2393 93 actionsa 2188 71 independent 1853 da 399 08 anc hold seat ntshavheni mutavhatsindi elected,22:06:02 05:54:42,"Pretoria, South Africa","['ANC', 'EFF', 'ActionSA', 'DA']",0.0,0.125
community members ward 53 know cold urge grab warm blanket go make mark moment tired promises better life thats reserved selected vote eff,22:06:01 07:48:58,South Africa,['EFF'],0.024999999999999994,0.7
mart typical anc voter unemployed sassa dole contribute little economy much like eff extremist wing solution drop ret politicos multi millionaire cronies personanongrata let market become free,22:06:01 07:24:48,South Africa,"['EFF', 'RET', 'PersonaNonGrata']",0.06145833333333335,0.5
wonder eff leading march fuel prices food prices ramaphosa vote confidence fuelprices,22:06:01 05:35:50,South Africa,"['EFF', 'FuelPrices']",0.0,0.0
neil louw eff earlier voted anc rejecting antipoor budget knysnacouncil,22:05:31 13:10:16,South Africa,"['EFF', 'KnysnaCouncil']",0.0,0.5
umvoti ward 13 bielection special vote running smooth eff,22:05:31 07:42:34,SOUTH AFRICA,['EFF'],0.37857142857142856,0.5357142857142857
diretse tlhapi house well vote eff joshua 2415,22:05:29 11:27:37,"Mokopane, South Africa",['EFF'],0.0,0.0
zimbabweans eff hardworking members zimbos using south africa names n surnames get id citizenship eff remain governments power get votes illegal zimbabweans using fraudulent ids operationdudula sidikiwe,22:05:27 09:35:34,South Africa,"['EFF', 'OperationDudula', 'Sidikiwe']",-0.5,0.5
eff government smelling yes increase votes anc going lose many votes,22:05:27 05:41:03,South Africa,"['EFF', 'anc']",0.5,0.5
nice dream vip eff involved one man bands ultimately vote anc,22:05:25 13:38:04,johannesburg,"['eff', 'anc']",0.3,1.0
900 za shaky broad opposition coalition get enough votes unseat coming anc eff coalition 2024 result roughly 57 opening proper powers constitutional amendments land banks,22:05:24 07:23:15,"Cape Town, South Africa","['ANC', 'EFF']",-0.07416666666666667,0.3625
illegal immigrants uncontrollable since eff encouraged find creative ways get saits effsouthafricas fault going worse eff leadershipthat win 2024 electionsillegal immigrants getting much arrogant fotsekeff,22:05:20 04:22:28,"Pretoria, South Africa🇿🇦🇿🇦","['eff', 'effSouthAfrica', 'eff', 'fotsekEff']",0.12000000000000002,0.54
witt da best go look myanc eff gatherings keep voting,22:05:18 10:50:47,"George, South Africa","['DA', 'myanc', 'eff']",1.0,0.3
vote eff vote secret waswa moloi,22:05:18 09:43:16,"Centurion, 🇿🇦",['EFF'],-0.4,0.7
thank letting everybody twitter know anc join forces eff get majority even less people vote anc,22:05:17 16:03:33,"Middelburg MP, South Africa","['ANC', 'EFF']",-0.16666666666666666,0.06666666666666667
party endorsing 2024 power replace operationdudula eff actionsa putsouthaficansfirst vote da anc pa going polls right,22:05:16 10:21:17,"Tsakane, South Africa","['OperationDudula', 'EFF', 'ActionSA', 'PutSouthAficansFirst', 'vote', 'DA', 'ANC', 'PA']",0.2857142857142857,0.5357142857142857
upcoming byelection 1st june nc kareeberg ward 4 candidates anc elton charlies kcm mercia swarts eff patrick jann da johan vermeulen pa eunice boezak 2021 results 314 25 216 142 na,22:05:14 21:14:08,"Pretoria, South Africa","['ANC', 'KCM', 'EFF', 'DA', 'PA']",0.0,0.0
upcoming byelections 1st june mp dr js moroka ward 10 candidates anc nteteleng mashabela eff patrick masango aipo lucky masango 2021 results 668 10 24,22:05:14 21:07:07,"Pretoria, South Africa","['ANC', 'EFF', 'AIPO']",0.3333333333333333,0.8333333333333334
upcoming byelections 1st june kzn umvoti ward 13 candidates anc sphiwe ndlovu abc msawenkosi phungula ifp sthembiso mthembu eff mzwandile ximba 2021 results 433 316 222 06,22:05:14 21:02:57,"Pretoria, South Africa","['ANC', 'ABC', 'IFP', 'EFF']",0.0,0.0
upcoming byelections 1st june gp rand west city ward 29 candidates anc wanelisa moche da dorah tshupane eff lindokuhle biyela pa sheron lorio azapo petrus sebe 2021 results 536 174 49 099 017,22:05:14 20:55:50,"Pretoria, South Africa","['ANC', 'DA', 'EFF', 'PA', 'AZAPO']",0.0,0.0
